Israel, Total Population, Life expectancy at birth (period, 1x5)	Last modified: 31 Oct 2018;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
1983-1984     76.73    73.21    74.98
1985-1989     77.65    73.95    75.82
1990-1994     78.98    75.30    77.18
1995-1999     80.19    76.11    78.21
2000-2004     81.47    77.25    79.43
2005-2009     82.64    78.83    80.80
2010-2014     83.69    80.02    81.92
2015-2016     84.16    80.38    82.33
