Slovenia, Life expectancy at birth (period, 1x5)	Last modified: 01 Nov 2021;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
1983-1984     75.08    67.00    71.09
1985-1989     76.44    68.38    72.49
1990-1994     77.57    69.60    73.67
1995-1999     78.89    71.16    75.12
2000-2004     80.29    72.60    76.52
2005-2009     81.77    74.82    78.36
2010-2014     83.03    76.96    80.06
2015-2019     83.83    78.08    80.99
