Greece, Life expectancy at birth (period, 1x5)	Last modified: 08 Nov 2021;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
1981-1984     78.23    73.45    75.84
1985-1989     78.92    73.98    76.45
1990-1994     79.93    74.76    77.34
1995-1999     80.71    75.23    77.95
2000-2004     81.67    76.11    78.86
2005-2009     82.71    77.04    79.85
2010-2014     83.54    78.13    80.84
2015-2019     83.86    78.71    81.29
