Latvia, Exposure to risk (period 5x5), 	Last modified: 11 Mar 2021;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1960-1964        0             83689.64        88403.29       172092.92
1960-1964      1-4            335514.73       351960.64       687475.37
1960-1964      5-9            394780.93       411542.04       806322.97
1960-1964     10-14           384758.05       405917.52       790675.57
1960-1964     15-19           377051.93       383740.17       760792.10
1960-1964     20-24           454022.97       444840.37       898863.34
1960-1964     25-29           452272.85       423668.39       875941.24
1960-1964     30-34           483971.55       430332.85       914304.40
1960-1964     35-39           488238.28       320821.06       809059.33
1960-1964     40-44           356692.82       236743.46       593436.27
1960-1964     45-49           348617.49       241053.39       589670.88
1960-1964     50-54           399227.82       285535.45       684763.27
1960-1964     55-59           376154.18       273489.99       649644.17
1960-1964     60-64           335576.43       192582.00       528158.42
1960-1964     65-69           271863.23       140301.07       412164.30
1960-1964     70-74           219077.34       106482.48       325559.82
1960-1964     75-79           154463.25        73517.55       227980.80
1960-1964     80-84            88993.97        40680.63       129674.60
1960-1964     85-89            38886.58        15770.29        54656.87
1960-1964     90-94            10703.83         3492.39        14196.22
1960-1964     95-99             1978.06          452.80         2430.86
1960-1964    100-104             252.24           33.43          285.67
1960-1964    105-109               6.15            0.00            6.15
1960-1964    110+                  0.00            0.00            0.00
1965-1969        0             77630.19        81602.65       159232.84
1965-1969      1-4            323367.38       339249.66       662617.04
1965-1969      5-9            432427.37       452275.03       884702.40
1965-1969     10-14           402603.16       423260.27       825863.44
1965-1969     15-19           399115.94       433798.96       832914.90
1965-1969     20-24           393158.50       401241.55       794400.05
1965-1969     25-29           477062.08       472671.19       949733.27
1965-1969     30-34           464639.38       442537.24       907176.62
1965-1969     35-39           488273.90       440101.87       928375.78
1965-1969     40-44           488948.96       328163.57       817112.53
1965-1969     45-49           354048.22       238466.15       592514.37
1965-1969     50-54           346893.83       237338.02       584231.85
1965-1969     55-59           395787.59       272475.34       668262.93
1965-1969     60-64           367151.16       252228.77       619379.92
1965-1969     65-69           314869.59       167511.24       482380.82
1965-1969     70-74           239468.38       112198.21       351666.60
1965-1969     75-79           173633.04        75116.38       248749.41
1965-1969     80-84           103244.31        43180.08       146424.38
1965-1969     85-89            44951.61        17916.74        62868.35
1965-1969     90-94            13525.52         4677.53        18203.04
1965-1969     95-99             2510.29          671.35         3181.64
1965-1969    100-104             251.52           30.97          282.50
1965-1969    105-109               5.89            0.00            5.89
1965-1969    110+                  0.00            0.00            0.00
1970-1974        0             87504.78        91340.22       178845.00
1970-1974      1-4            331967.93       344931.34       676899.27
1970-1974      5-9            407969.39       423727.25       831696.64
1970-1974     10-14           428929.81       456338.35       885268.16
1970-1974     15-19           421995.22       447916.81       869912.02
1970-1974     20-24           422219.65       453614.84       875834.49
1970-1974     25-29           406029.63       411555.14       817584.76
1970-1974     30-34           488218.85       480550.61       968769.46
1970-1974     35-39           467790.21       442329.67       910119.88
1970-1974     40-44           482231.82       431318.62       913550.44
1970-1974     45-49           487119.43       322882.24       810001.67
1970-1974     50-54           354117.32       230572.28       584689.60
1970-1974     55-59           339839.47       222697.42       562536.89
1970-1974     60-64           380509.73       246332.13       626841.86
1970-1974     65-69           342222.89       214263.60       556486.49
1970-1974     70-74           274373.58       131283.31       405656.90
1970-1974     75-79           186306.58        76979.39       263285.97
1970-1974     80-84           118363.98        44638.91       163002.89
1970-1974     85-89            52543.36        18958.48        71501.84
