Poland, Death rates (cohort 1x5), 	Last modified: 13 Apr 2021;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1878-1879        0                    .               .               .
1878-1879        1                    .               .               .
1878-1879        2                    .               .               .
1878-1879        3                    .               .               .
1878-1879        4                    .               .               .
1878-1879        5                    .               .               .
1878-1879        6                    .               .               .
1878-1879        7                    .               .               .
1878-1879        8                    .               .               .
1878-1879        9                    .               .               .
1878-1879       10                    .               .               .
1878-1879       11                    .               .               .
1878-1879       12                    .               .               .
1878-1879       13                    .               .               .
1878-1879       14                    .               .               .
1878-1879       15                    .               .               .
1878-1879       16                    .               .               .
1878-1879       17                    .               .               .
1878-1879       18                    .               .               .
1878-1879       19                    .               .               .
1878-1879       20                    .               .               .
1878-1879       21                    .               .               .
1878-1879       22                    .               .               .
1878-1879       23                    .               .               .
1878-1879       24                    .               .               .
1878-1879       25                    .               .               .
1878-1879       26                    .               .               .
1878-1879       27                    .               .               .
1878-1879       28                    .               .               .
1878-1879       29                    .               .               .
1878-1879       30                    .               .               .
1878-1879       31                    .               .               .
1878-1879       32                    .               .               .
1878-1879       33                    .               .               .
1878-1879       34                    .               .               .
1878-1879       35                    .               .               .
1878-1879       36                    .               .               .
1878-1879       37                    .               .               .
1878-1879       38                    .               .               .
1878-1879       39                    .               .               .
1878-1879       40                    .               .               .
1878-1879       41                    .               .               .
1878-1879       42                    .               .               .
1878-1879       43                    .               .               .
1878-1879       44                    .               .               .
1878-1879       45                    .               .               .
1878-1879       46                    .               .               .
1878-1879       47                    .               .               .
1878-1879       48                    .               .               .
1878-1879       49                    .               .               .
1878-1879       50                    .               .               .
1878-1879       51                    .               .               .
1878-1879       52                    .               .               .
1878-1879       53                    .               .               .
1878-1879       54                    .               .               .
1878-1879       55                    .               .               .
1878-1879       56                    .               .               .
1878-1879       57                    .               .               .
1878-1879       58                    .               .               .
1878-1879       59                    .               .               .
1878-1879       60                    .               .               .
1878-1879       61                    .               .               .
1878-1879       62                    .               .               .
1878-1879       63                    .               .               .
1878-1879       64                    .               .               .
1878-1879       65                    .               .               .
1878-1879       66                    .               .               .
1878-1879       67                    .               .               .
1878-1879       68                    .               .               .
1878-1879       69                    .               .               .
1878-1879       70                    .               .               .
1878-1879       71                    .               .               .
1878-1879       72                    .               .               .
1878-1879       73                    .               .               .
1878-1879       74                    .               .               .
1878-1879       75                    .               .               .
1878-1879       76                    .               .               .
1878-1879       77                    .               .               .
1878-1879       78                    .               .               .
1878-1879       79                    .               .               .
1878-1879       80             0.108548        0.133586        0.117351
1878-1879       81             0.114572        0.140757        0.123617
