Finland, Life expectancy at birth (cohort, 1x1)	Last modified: 20 Jun 2024;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
  1878        44.91    40.13    42.49
  1879        44.70    39.54    42.11
  1880        43.98    38.66    41.30
  1881        44.59    39.66    42.11
  1882        45.73    40.15    42.92
  1883        46.20    40.65    43.42
  1884        45.61    40.32    42.97
  1885        46.38    41.18    43.79
  1886        47.47    41.58    44.52
  1887        46.97    41.02    43.99
  1888        46.69    40.94    43.83
  1889        47.09    40.98    44.01
  1890        47.53    41.13    44.30
  1891        47.66    41.33    44.48
  1892        48.65    42.35    45.48
  1893        50.25    43.62    46.90
  1894        50.74    43.52    47.10
  1895        50.04    42.90    46.42
  1896        49.84    42.04    45.89
  1897        50.05    42.27    46.09
  1898        49.92    41.99    45.91
  1899        50.08    42.06    46.01
  1900        50.72    42.96    46.76
  1901        51.87    44.01    47.86
  1902        53.05    45.05    48.98
  1903        53.61    45.56    49.48
  1904        53.70    45.18    49.35
  1905        54.22    45.87    49.98
  1906        55.58    46.59    50.99
  1907        56.15    46.97    51.45
  1908        56.50    47.03    51.63
  1909        56.67    47.49    51.96
  1910        57.08    47.63    52.24
  1911        58.31    47.73    52.82
  1912        58.37    47.65    52.85
  1913        58.58    47.31    52.77
  1914        58.88    47.47    53.03
  1915        58.98    46.99    52.83
  1916        58.92    46.57    52.60
  1917        59.99    46.81    53.20
  1918        60.24    46.89    53.38
  1919        63.77    50.35    56.85
  1920        64.46    50.23    57.16
  1921        65.19    51.15    58.01
  1922        65.30    51.31    58.12
  1923        66.09    52.80    59.23
  1924        67.53    55.19    61.16
  1925        68.41    57.08    62.57
  1926        67.99    57.98    62.81
  1927        68.93    58.69    63.62
  1928        69.22    59.39    64.12
  1929        71.08    60.61    65.67
  1930        71.93    61.88    66.72
  1931        72.41    63.18    67.59
  1932        72.59    63.73    68.02
