Netherlands, Life expectancy at birth (cohort, 1x1)	Last modified: 06 Oct 2023;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
  1850        42.05    40.23    41.12
  1851        41.63    39.55    40.57
  1852        41.15    38.82    39.96
  1853        41.32    39.42    40.35
  1854        41.08    39.00    40.02
  1855        40.78    38.97    39.85
  1856        41.26    39.26    40.23
  1857        39.69    37.57    38.61
  1858        40.09    38.06    39.05
  1859        40.88    38.76    39.80
  1860        42.52    40.53    41.50
  1861        42.46    39.94    41.17
  1862        43.04    41.31    42.15
  1863        43.63    41.19    42.37
  1864        43.51    41.10    42.28
  1865        42.91    40.45    41.66
  1866        44.34    41.98    43.14
  1867        44.09    41.95    42.99
  1868        43.83    41.09    42.43
  1869        44.81    42.38    43.57
  1870        43.83    41.47    42.62
  1871        44.45    41.91    43.16
  1872        45.94    43.60    44.75
  1873        47.00    44.50    45.72
  1874        46.54    44.11    45.30
  1875        46.60    43.73    45.12
  1876        47.16    44.67    45.88
  1877        47.65    45.29    46.44
  1878        48.03    45.26    46.60
  1879        48.21    45.19    46.66
  1880        47.91    45.04    46.44
  1881        49.13    46.29    47.67
  1882        49.51    46.71    48.08
  1883        49.35    46.39    47.84
  1884        49.80    46.88    48.31
  1885        51.28    48.24    49.72
  1886        51.29    47.90    49.56
  1887        51.97    49.25    50.59
  1888        52.13    49.25    50.66
  1889        52.40    48.83    50.58
  1890        53.07    49.22    51.11
  1891        54.04    50.11    52.04
  1892        54.61    50.62    52.58
  1893        55.17    50.80    52.95
  1894        56.33    51.83    54.06
  1895        56.25    51.39    53.78
  1896        57.40    52.81    55.09
  1897        57.60    52.29    54.92
  1898        57.72    52.37    55.02
  1899        57.75    52.17    54.94
  1900        58.07    52.20    55.11
  1901        59.17    53.28    56.20
  1902        60.79    54.70    57.71
  1903        60.46    54.36    57.39
  1904        61.23    55.21    58.20
  1905        62.23    55.54    58.86
  1906        62.38    55.92    59.15
  1907        63.39    56.62    59.99
  1908        64.18    56.86    60.49
  1909        65.10    58.18    61.63
  1910        64.79    57.56    61.15
  1911        64.47    57.20    60.82
  1912        67.13    59.75    63.41
  1913        66.51    59.39    62.93
  1914        66.62    59.15    62.84
  1915        67.20    59.56    63.33
  1916        67.22    59.45    63.28
  1917        67.10    59.25    63.12
  1918        67.97    59.75    63.78
  1919        70.19    61.99    66.01
  1920        70.74    62.52    66.57
  1921        70.61    62.34    66.42
  1922        72.06    64.21    68.09
  1923        72.91    64.69    68.74
  1924        73.22    64.98    69.06
  1925        73.50    65.45    69.42
  1926        73.91    66.18    69.98
  1927        74.40    66.93    70.60
  1928        74.83    67.55    71.13
  1929        75.22    68.22    71.66
  1930        75.51    69.01    72.20
