Luxembourg,  Deaths (Lexis triangle)	Last modified: 09 Aug 2023;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1960    0      1960       47.26       77.26      124.52
 1960    0      1959       10.74       22.89       33.63
 1960    1      1959        2.21        5.00        7.21
 1960    1      1958        1.79        4.02        5.81
 1960    2      1958        2.11        3.12        5.23
 1960    2      1957        1.89        2.89        4.78
 1960    3      1957        1.56        2.68        4.24
 1960    3      1956        1.44        2.32        3.76
 1960    4      1956        1.08        1.56        2.64
 1960    4      1955        0.92        1.44        2.36
 1960    5      1955        1.02        2.07        3.09
 1960    5      1954        0.98        1.94        2.92
 1960    6      1954        0.52        0.52        1.04
 1960    6      1953        0.48        0.48        0.96
 1960    7      1953        0.00        1.56        1.56
 1960    7      1952        0.00        1.45        1.45
 1960    8      1952        1.07        0.00        1.07
 1960    8      1951        0.93        0.00        0.93
 1960    9      1951        0.00        0.00        0.00
 1960    9      1950        0.00        0.00        0.00
 1960   10      1950        0.00        0.50        0.50
 1960   10      1949        0.00        0.50        0.50
 1960   11      1949        1.00        0.50        1.50
 1960   11      1948        1.00        0.50        1.50
 1960   12      1948        0.00        0.00        0.00
 1960   12      1947        0.00        0.00        0.00
 1960   13      1947        0.00        0.50        0.50
 1960   13      1946        0.00        0.50        0.50
 1960   14      1946        0.50        1.51        2.01
 1960   14      1945        0.50        1.49        1.99
 1960   15      1945        0.50        0.50        1.00
 1960   15      1944        0.50        0.51        1.01
 1960   16      1944        0.50        0.99        1.49
 1960   16      1943        0.50        1.01        1.51
 1960   17      1943        0.50        0.50        1.00
 1960   17      1942        0.50        0.51        1.01
 1960   18      1942        0.00        1.49        1.49
 1960   18      1941        0.00        1.52        1.52
 1960   19      1941        0.00        1.49        1.49
 1960   19      1940        0.00        1.52        1.52
 1960   20      1940        0.00        0.52        0.52
 1960   20      1939        0.00        0.48        0.48
 1960   21      1939        1.01        3.62        4.63
 1960   21      1938        0.99        3.39        4.38
 1960   22      1938        0.51        0.52        1.03
 1960   22      1937        0.49        0.48        0.97
 1960   23      1937        1.01        2.07        3.08
 1960   23      1936        0.99        1.94        2.93
 1960   24      1936        0.00        4.13        4.13
 1960   24      1935        0.00        3.88        3.88
 1960   25      1935        0.00        2.08        2.08
 1960   25      1934        0.00        1.92        1.92
 1960   26      1934        1.53        2.08        3.61
 1960   26      1933        1.47        1.92        3.39
 1960   27      1933        2.03        2.08        4.11
 1960   27      1932        1.97        1.92        3.89
 1960   28      1932        0.51        1.56        2.07
 1960   28      1931        0.49        1.44        1.93
 1960   29      1931        1.02        1.56        2.58
 1960   29      1930        0.98        1.44        2.42
 1960   30      1930        1.53        2.06        3.59
 1960   30      1929        1.47        1.94        3.41
 1960   31      1929        1.02        2.58        3.60
 1960   31      1928        0.98        2.43        3.41
 1960   32      1928        2.04        3.10        5.14
 1960   32      1927        1.96        2.91        4.87
 1960   33      1927        1.02        2.06        3.08
 1960   33      1926        0.98        1.94        2.92
 1960   34      1926        0.00        3.10        3.10
 1960   34      1925        0.00        2.91        2.91
 1960   35      1925        1.52        3.04        4.56
 1960   35      1924        1.48        2.97        4.45
