France, Total Population,  Deaths (Lexis triangle)	Last modified: 23 Aug 2024;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1816    0      1816    50222.31    61616.45   111838.76
 1816    0      1815    26109.95    33381.09    59491.04
 1816    1      1815    10217.25    10680.39    20897.64
 1816    1      1814     7643.99     7979.07    15623.06
 1816    2      1814     6247.26     6544.29    12791.55
 1816    2      1813     5676.88     5922.70    11599.58
 1816    3      1813     3921.04     4117.07     8038.11
 1816    3      1812     3817.16     3965.96     7783.12
 1816    4      1812     2629.70     2745.60     5375.30
 1816    4      1811     2673.74     2762.00     5435.74
 1816    5      1811     2132.53     2231.03     4363.56
 1816    5      1810     2205.32     2221.20     4426.52
 1816    6      1810     1830.46     1885.83     3716.29
 1816    6      1809     1883.00     1877.25     3760.25
 1816    7      1809     1563.28     1594.85     3158.13
 1816    7      1808     1584.98     1556.82     3141.80
 1816    8      1808     1296.32     1307.07     2603.39
 1816    8      1807     1345.96     1310.96     2656.92
 1816    9      1807     1087.26     1087.47     2174.73
 1816    9      1806     1108.23     1074.66     2182.89
 1816   10      1806      867.91      875.80     1743.71
 1816   10      1805      950.24      912.24     1862.48
 1816   11      1805      740.50      740.56     1481.06
 1816   11      1804      810.74      771.37     1582.11
 1816   12      1804      670.68      655.29     1325.97
 1816   12      1803      734.30      682.55     1416.85
 1816   13      1803      658.47      619.99     1278.46
 1816   13      1802      720.94      645.78     1366.72
 1816   14      1802      703.87      634.66     1338.53
 1816   14      1801      770.64      661.07     1431.71
 1816   15      1801      794.77      681.45     1476.22
 1816   15      1800      868.42      735.55     1603.97
 1816   16      1800      877.91      763.08     1640.99
 1816   16      1799      959.27      823.66     1782.93
 1816   17      1799      941.09      862.87     1803.96
 1816   17      1798     1028.30      931.37     1959.67
 1816   18      1798      984.31      980.82     1965.13
 1816   18      1797     1075.53     1058.68     2134.21
 1816   19      1797     1007.57     1116.92     2124.49
 1816   19      1796     1100.94     1205.59     2306.53
 1816   20      1796     1029.59     1313.42     2343.01
 1816   20      1795     1092.15     1303.42     2395.57
 1816   21      1795     1031.06     1413.76     2444.82
 1816   21      1794     1093.71     1402.99     2496.70
 1816   22      1794     1030.65     1453.44     2484.09
 1816   22      1793     1093.27     1442.37     2535.64
 1816   23      1793     1028.36     1432.45     2460.81
 1816   23      1792     1090.84     1421.55     2512.39
 1816   24      1792     1024.18     1350.81     2374.99
 1816   24      1791     1086.41     1340.53     2426.94
 1816   25      1791     1022.10     1234.76     2256.86
 1816   25      1790     1077.71     1203.01     2280.72
 1816   26      1790     1019.07     1120.96     2140.03
 1816   26      1789     1074.52     1092.14     2166.66
 1816   27      1789     1019.09     1036.96     2056.05
 1816   27      1788     1074.54     1010.30     2084.84
 1816   28      1788     1022.16      982.76     2004.92
 1816   28      1787     1077.78      957.50     2035.28
 1816   29      1787     1028.28      958.37     1986.65
 1816   29      1786     1084.23      933.73     2017.96
 1816   30      1786     1038.26      949.33     1987.59
 1816   30      1785     1092.56      943.61     2036.17
 1816   31      1785     1048.95      954.56     2003.51
 1816   31      1784     1103.80      948.80     2052.60
 1816   32      1784     1061.15      959.65     2020.80
 1816   32      1783     1116.64      953.86     2070.50
 1816   33      1783     1074.86      964.60     2039.46
 1816   33      1782     1131.07      958.79     2089.86
 1816   34      1782     1090.09      969.43     2059.52
 1816   34      1781     1147.09      963.58     2110.67
 1816   35      1781     1099.32      955.21     2054.53
 1816   35      1780     1171.26      986.62     2157.88
 1816   36      1780     1114.68      958.12     2072.80
 1816   36      1779     1187.62      989.63     2177.25
 1816   37      1779     1128.77      959.35     2088.12
 1816   37      1778     1202.64      990.90     2193.54
 1816   38      1778     1141.59      958.90     2100.49
 1816   38      1777     1216.30      990.43     2206.73
 1816   39      1777     1153.14      956.76     2109.90
 1816   39      1776     1228.60      988.22     2216.82
 1816   40      1776     1163.81      944.91     2108.72
 1816   40      1775     1238.98      996.50     2235.48
 1816   41      1775     1172.29      951.72     2124.01
 1816   41      1774     1248.00     1003.70     2251.70
 1816   42      1774     1178.96      969.14     2148.10
 1816   42      1773     1255.10     1022.07     2277.17
 1816   43      1773     1183.82      997.16     2180.98
 1816   43      1772     1260.28     1051.61     2311.89
 1816   44      1772     1186.88     1035.78     2222.66
 1816   44      1771     1263.54     1092.34     2355.88
 1816   45      1771     1189.88     1076.62     2266.50
 1816   45      1770     1267.24     1149.59     2416.83
 1816   46      1770     1201.29     1127.25     2328.54
 1816   46      1769     1279.39     1203.65     2483.04
 1816   47      1769     1222.86     1179.61     2402.47
 1816   47      1768     1302.36     1259.56     2561.92
 1816   48      1768     1254.58     1233.69     2488.27
 1816   48      1767     1336.14     1317.30     2653.44
 1816   49      1767     1296.46     1289.49     2585.95
 1816   49      1766     1380.74     1376.89     2757.63
 1816   50      1766     1341.66     1346.09     2687.75
 1816   50      1765     1436.34     1435.59     2871.93
 1816   51      1765     1384.43     1394.73     2779.16
 1816   51      1764     1482.13     1487.48     2969.61
 1816   52      1764     1418.08     1434.46     2852.54
 1816   52      1763     1518.15     1529.85     3048.00
 1816   53      1763     1442.59     1465.27     2907.86
 1816   53      1762     1544.39     1562.71     3107.10
 1816   54      1762     1457.98     1487.17     2945.15
 1816   54      1761     1560.87     1586.05     3146.92
 1816   55      1761     1469.14     1506.64     2975.78
 1816   55      1760     1577.23     1604.90     3182.13
 1816   56      1760     1508.35     1544.13     3052.48
 1816   56      1759     1619.33     1644.83     3264.16
 1816   57      1759     1580.53     1606.12     3186.65
 1816   57      1758     1696.81     1710.86     3407.67
 1816   58      1758     1685.66     1692.61     3378.27
 1816   58      1757     1809.69     1802.99     3612.68
 1816   59      1757     1823.76     1803.61     3627.37
 1816   59      1756     1957.94     1921.23     3879.17
 1816   60      1756     1962.87     1921.78     3884.65
 1816   60      1755     2143.91     2059.44     4203.35
 1816   61      1755     2080.11     2013.31     4093.42
 1816   61      1754     2271.95     2157.53     4429.48
 1816   62      1754     2145.04     2061.29     4206.33
 1816   62      1753     2342.88     2208.95     4551.83
 1816   63      1753     2157.69     2065.72     4223.41
 1816   63      1752     2356.69     2213.69     4570.38
 1816   64      1752     2118.03     2026.60     4144.63
 1816   64      1751     2313.38     2171.77     4485.15
 1816   65      1751     2023.19     1947.56     3970.75
 1816   65      1750     2246.41     2105.54     4351.95
 1816   66      1750     1967.09     1896.82     3863.91
 1816   66      1749     2184.13     2050.69     4234.82
 1816   67      1749     1946.07     1877.65     3823.72
 1816   67      1748     2160.78     2029.96     4190.74
 1816   68      1748     1960.11     1890.04     3850.15
 1816   68      1747     2176.37     2043.35     4219.72
 1816   69      1747     2009.22     1933.98     3943.20
 1816   69      1746     2230.90     2090.86     4321.76
 1816   70      1746     2069.11     1990.14     4059.25
 1816   70      1745     2321.49     2168.02     4489.51
 1816   71      1745     2110.90     2028.41     4139.31
 1816   71      1744     2368.37     2209.71     4578.08
 1816   72      1744     2110.75     2029.74     4140.49
 1816   72      1743     2368.21     2211.16     4579.37
 1816   73      1743     2068.68     1994.14     4062.82
 1816   73      1742     2321.01     2172.37     4493.38
 1816   74      1742     1984.68     1921.59     3906.27
 1816   74      1741     2226.76     2093.34     4320.10
 1816   75      1741     1856.76     1810.45     3667.21
 1816   75      1740     2107.64     1992.13     4099.77
 1816   76      1740     1746.63     1711.59     3458.22
 1816   76      1739     1982.62     1883.35     3865.97
 1816   77      1739     1651.52     1622.78     3274.30
 1816   77      1738     1874.66     1785.63     3660.29
 1816   78      1738     1571.43     1544.03     3115.46
 1816   78      1737     1783.75     1698.97     3482.72
 1816   79      1737     1506.37     1475.32     2981.69
 1816   79      1736     1709.90     1623.37     3333.27
 1816   80      1736     1448.45     1412.60     2861.05
 1816   80      1735     1644.81     1550.00     3194.81
 1816   81      1735     1368.04     1327.06     2695.10
 1816   81      1734     1553.51     1456.14     3009.65
 1816   82      1734     1257.27     1214.73     2472.00
 1816   82      1733     1427.72     1332.88     2760.60
 1816   83      1733     1116.13     1075.59     2191.72
 1816   83      1732     1267.44     1180.21     2447.65
 1816   84      1732      944.62      909.65     1854.27
 1816   84      1731     1072.68      998.13     2070.81
 1816   85      1731      760.30      735.13     1495.43
