Hong Kong,  Deaths (Lexis triangle)	Last modified: 27 Sep 2022;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1986    0      1986      219.70      252.95      472.65
 1986    0      1985       40.24       41.66       81.90
 1986    1      1985       13.21       10.48       23.69
 1986    1      1984       11.79        9.56       21.35
 1986    2      1984        7.87        6.81       14.68
 1986    2      1983        7.13        6.21       13.34
 1986    3      1983        6.93        9.54       16.47
 1986    3      1982        6.07        8.49       14.56
 1986    4      1982        5.37        4.82       10.19
 1986    4      1981        4.63        4.20        8.83
 1986    5      1981        3.72        5.86        9.58
 1986    5      1980        3.28        5.16        8.44
 1986    6      1980        3.21        5.91        9.12
 1986    6      1979        2.79        5.11        7.90
 1986    7      1979        4.24        3.73        7.97
 1986    7      1978        3.76        3.28        7.04
 1986    8      1978        3.71        2.66        6.37
 1986    8      1977        3.29        2.35        5.64
 1986    9      1977        4.26        3.73        7.99
 1986    9      1976        3.74        3.28        7.02
 1986   10      1976        2.04        5.16        7.20
 1986   10      1975        1.96        4.86        6.82
 1986   11      1975        5.01        3.08        8.09
 1986   11      1974        4.99        2.93        7.92
 1986   12      1974        6.19        5.21       11.40
 1986   12      1973        5.81        4.81       10.62
 1986   13      1973        7.75        7.32       15.07
 1986   13      1972        7.25        6.71       13.96
 1986   14      1972        3.59        6.25        9.84
 1986   14      1971        3.41        5.78        9.19
 1986   15      1971        3.08        9.72       12.80
 1986   15      1970        2.92        9.32       12.24
 1986   16      1970        6.56        5.03       11.59
 1986   16      1969        6.44        4.99       11.43
 1986   17      1969        4.61        8.66       13.27
 1986   17      1968        4.39        8.37       12.76
 1986   18      1968        8.53       10.95       19.48
 1986   18      1967        8.47       11.09       19.56
 1986   19      1967        9.59        8.05       17.64
 1986   19      1966        9.41        7.98       17.39
 1986   20      1966       10.02       16.48       26.50
 1986   20      1965        9.98       15.58       25.56
 1986   21      1965        7.63       17.68       25.31
 1986   21      1964        7.37       16.38       23.75
 1986   22      1964        7.12       15.59       22.71
 1986   22      1963        6.88       14.46       21.34
 1986   23      1963        6.81       17.08       23.89
 1986   23      1962        6.19       14.98       21.17
 1986   24      1962        9.93       19.74       29.67
 1986   24      1961        9.07       17.33       26.40
 1986   25      1961       11.46       23.07       34.53
 1986   25      1960       10.54       20.01       30.55
 1986   26      1960        8.54       21.76       30.30
 1986   26      1959        7.46       18.32       25.78
 1986   27      1959       12.96       19.14       32.10
 1986   27      1958       12.04       16.92       28.96
 1986   28      1958       12.38       18.69       31.07
 1986   28      1957       10.62       15.37       25.99
 1986   29      1957       13.02       20.52       33.54
 1986   29      1956       11.98       17.55       29.53
 1986   30      1956       11.27       28.09       39.36
 1986   30      1955        9.73       24.01       33.74
 1986   31      1955       12.86       30.04       42.90
 1986   31      1954       11.14       25.06       36.20
 1986   32      1954       14.62       27.87       42.49
 1986   32      1953       12.38       23.23       35.61
 1986   33      1953       16.44       24.82       41.26
 1986   33      1952       14.56       21.27       35.83
 1986   34      1952       13.84       23.69       37.53
 1986   34      1951       12.16       20.40       32.56
 1986   35      1951       15.69       26.59       42.28
 1986   35      1950       13.31       22.50       35.81
 1986   36      1950       19.31       34.54       53.85
 1986   36      1949       16.69       29.58       46.27
 1986   37      1949       19.24       37.94       57.18
 1986   37      1948       15.76       32.19       47.95
 1986   38      1948       16.60       24.49       41.09
 1986   38      1947       15.40       22.60       38.00
 1986   39      1947       14.53       33.86       48.39
 1986   39      1946       13.47       31.26       44.73
 1986   40      1946       12.98       31.46       44.44
 1986   40      1945       12.02       29.65       41.67
 1986   41      1945       13.50       25.79       39.29
 1986   41      1944       12.50       24.30       36.80
 1986   42      1944       12.98       33.53       46.51
 1986   42      1943       12.02       31.60       43.62
 1986   43      1943       18.17       35.59       53.76
 1986   43      1942       16.83       33.54       50.37
 1986   44      1942       13.50       42.81       56.31
 1986   44      1941       12.50       40.35       52.85
 1986   45      1941       17.13       42.55       59.68
 1986   45      1940       15.87       40.60       56.47
 1986   46      1940       15.05       47.68       62.73
 1986   46      1939       13.95       45.50       59.45
 1986   47      1939       23.35       51.27       74.62
