Portugal,  Deaths (Lexis triangle)	Last modified: 14 Nov 2023;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1940    0      1940     7268.59     8608.51    15877.10
 1940    0      1939     3573.98     4283.42     7857.40
 1940    1      1939     2254.71     2513.31     4768.02
 1940    1      1938     1671.29     1876.20     3547.49
 1940    2      1938      847.74      904.68     1752.42
 1940    2      1937      820.81      860.14     1680.95
 1940    3      1937      432.87      443.71      876.58
 1940    3      1936      430.45      437.20      867.65
 1940    4      1936      272.57      308.70      581.27
 1940    4      1935      262.24      294.60      556.84
 1940    5      1935      167.18      208.96      376.14
 1940    5      1934      168.33      204.94      373.27
 1940    6      1934      139.32      167.87      307.19
 1940    6      1933      142.11      164.85      306.96
 1940    7      1933      106.37      146.18      252.55
 1940    7      1932      108.96      145.45      254.41
 1940    8      1932       94.23      123.23      217.46
 1940    8      1931       94.05      119.30      213.35
 1940    9      1931       89.20       92.96      182.16
 1940    9      1930       90.08       90.44      180.52
 1940   10      1930       77.37      103.54      180.91
 1940   10      1929       82.88      105.91      188.79
 1940   11      1929       74.05       87.48      161.53
 1940   11      1928       83.19       92.91      176.10
 1940   12      1928       75.48       73.53      149.01
 1940   12      1927       77.75       72.79      150.54
 1940   13      1927       79.04      100.21      179.25
 1940   13      1926       90.22      108.24      198.46
 1940   14      1926       84.75       86.41      171.16
 1940   14      1925       89.52       86.97      176.49
 1940   15      1925       98.11       90.89      189.00
 1940   15      1924      105.21       96.52      201.73
 1940   16      1924      114.91       99.48      214.39
 1940   16      1923      123.45      105.97      229.42
 1940   17      1923      116.70      123.82      240.52
 1940   17      1922      123.67      130.73      254.40
 1940   18      1922      133.04      150.12      283.16
 1940   18      1921      140.38      155.54      295.92
 1940   19      1921      129.21      152.23      281.44
 1940   19      1920      142.21      165.46      307.67
 1940   20      1920      146.99      171.99      318.98
 1940   20      1919      132.43      146.70      279.13
 1940   21      1919      117.32      124.74      242.06
 1940   21      1918      129.05      128.81      257.86
 1940   22      1918      121.28      141.31      262.59
 1940   22      1917      132.10      143.30      275.40
 1940   23      1917      129.01      170.42      299.43
 1940   23      1916      137.39      169.32      306.71
 1940   24      1916      133.60      155.21      288.81
 1940   24      1915      140.82      153.45      294.27
 1940   25      1915      143.98      149.83      293.81
 1940   25      1914      145.47      140.80      286.27
 1940   26      1914      145.01      155.60      300.61
 1940   26      1913      154.45      152.06      306.51
 1940   27      1913      142.45      173.68      316.13
 1940   27      1912      156.01      175.07      331.08
 1940   28      1912      148.91      163.69      312.60
 1940   28      1911      166.58      169.03      335.61
 1940   29      1911      146.78      164.57      311.35
 1940   29      1910      129.64      138.08      267.72
 1940   30      1910      147.29      186.86      334.15
 1940   30      1909      146.16      173.92      320.08
 1940   31      1909      111.70      146.84      258.54
 1940   31      1908      115.64      144.79      260.43
 1940   32      1908      131.89      185.24      317.13
 1940   32      1907      136.52      183.56      320.08
 1940   33      1907      148.99      176.76      325.75
 1940   33      1906      159.48      177.01      336.49
 1940   34      1906      135.63      155.76      291.39
 1940   34      1905      137.79      151.90      289.69
 1940   35      1905      137.76      170.20      307.96
 1940   35      1904      143.67      170.54      314.21
 1940   36      1904      127.58      161.90      289.48
 1940   36      1903      137.83      168.82      306.65
 1940   37      1903      121.97      161.57      283.54
 1940   37      1902      124.40      160.13      284.53
 1940   38      1902      134.44      173.04      307.48
 1940   38      1901      137.97      172.71      310.68
 1940   39      1901      136.43      159.76      296.19
 1940   39      1900      139.99      158.93      298.92
 1940   40      1900      158.00      180.70      338.70
 1940   40      1899      162.49      184.09      346.58
 1940   41      1899      110.94      144.26      255.20
 1940   41      1898      117.41      149.38      266.79
 1940   42      1898      133.17      199.06      332.23
 1940   42      1897      139.24      207.83      347.07
 1940   43      1897      130.44      158.47      288.91
 1940   43      1896      133.97      163.22      297.19
 1940   44      1896      114.73      166.38      281.11
 1940   44      1895      119.63      172.35      291.98
 1940   45      1895      145.41      196.91      342.32
 1940   45      1894      151.04      204.96      356.00
 1940   46      1894      138.79      185.46      324.25
 1940   46      1893      152.66      204.38      357.04
 1940   47      1893      111.27      197.28      308.55
 1940   47      1892      114.07      203.59      317.66
 1940   48      1892      146.75      209.77      356.52
 1940   48      1891      155.72      224.17      379.89
 1940   49      1891      137.48      184.95      322.43
 1940   49      1890      146.95      195.87      342.82
 1940   50      1890      177.68      247.19      424.87
 1940   50      1889      189.88      264.92      454.80
 1940   51      1889      139.74      198.53      338.27
 1940   51      1888      143.69      206.34      350.03
 1940   52      1888      171.88      217.62      389.50
 1940   52      1887      180.66      233.36      414.02
 1940   53      1887      165.00      210.02      375.02
 1940   53      1886      169.51      207.88      377.39
 1940   54      1886      161.82      243.66      405.48
 1940   54      1885      170.69      256.42      427.11
 1940   55      1885      201.01      266.29      467.30
 1940   55      1884      212.63      279.89      492.52
 1940   56      1884      193.22      258.47      451.69
 1940   56      1883      204.39      271.68      476.07
 1940   57      1883      197.11      247.23      444.34
 1940   57      1882      208.51      259.87      468.38
 1940   58      1882      224.85      279.48      504.33
 1940   58      1881      237.85      293.76      531.61
 1940   59      1881      197.60      270.69      468.29
 1940   59      1880      209.02      284.52      493.54
 1940   60      1880      371.92      371.66      743.58
 1940   60      1879      400.26      393.00      793.26
 1940   61      1879      208.39      249.88      458.27
 1940   61      1878      224.27      264.23      488.50
 1940   62      1878      271.59      331.23      602.82
 1940   62      1877      292.28      350.25      642.53
 1940   63      1877      305.84      358.02      663.86
 1940   63      1876      329.13      378.58      707.71
 1940   64      1876      306.80      378.48      685.28
 1940   64      1875      330.17      400.21      730.38
 1940   65      1875      387.89      415.55      803.44
 1940   65      1874      424.35      443.31      867.66
 1940   66      1874      341.97      348.15      690.12
 1940   66      1873      374.12      371.40      745.52
 1940   67      1873      315.67      350.09      665.76
 1940   67      1872      345.34      373.47      718.81
 1940   68      1872      389.80      411.19      800.99
 1940   68      1871      426.45      438.65      865.10
 1940   69      1871      295.58      334.09      629.67
 1940   69      1870      323.37      356.40      679.77
 1940   70      1870      632.65      552.54     1185.19
 1940   70      1869      699.38      593.94     1293.32
 1940   71      1869      305.86      338.09      643.95
 1940   71      1868      338.12      363.43      701.55
 1940   72      1868      476.63      433.24      909.87
 1940   72      1867      526.90      465.71      992.61
 1940   73      1867      439.53      453.04      892.57
 1940   73      1866      485.89      486.99      972.88
 1940   74      1866      442.38      449.18      891.56
 1940   74      1865      489.04      482.84      971.88
 1940   75      1865      573.00      508.83     1081.83
 1940   75      1864      640.85      552.47     1193.32
 1940   76      1864      489.80      397.84      887.64
 1940   76      1863      547.79      431.96      979.75
 1940   77      1863      457.17      378.62      835.79
 1940   77      1862      511.31      411.09      922.40
 1940   78      1862      553.62      424.27      977.89
 1940   78      1861      619.17      460.65     1079.82
 1940   79      1861      382.00      299.82      681.82
 1940   79      1860      427.23      325.53      752.76
 1940   80      1860      773.30      477.82     1251.12
 1940   80      1859      865.21      517.34     1382.55
 1940   81      1859      333.71      250.22      583.93
 1940   81      1858      373.37      270.91      644.28
 1940   82      1858      448.57      310.85      759.42
 1940   82      1857      501.88      336.56      838.44
 1940   83      1857      380.03      216.53      596.56
 1940   83      1856      425.20      234.44      659.64
 1940   84      1856      371.05      243.96      615.01
 1940   84      1855      415.15      264.14      679.29
 1940   85      1855      417.45      254.11      671.56
 1940   85      1854      458.89      269.02      727.91
 1940   86      1854      324.89      176.71      501.60
 1940   86      1853      357.15      187.08      544.23
 1940   87      1853      262.40      134.36      396.76
 1940   87      1852      288.45      142.24      430.69
 1940   88      1852      243.31      133.87      377.18
 1940   88      1851      267.47      141.73      409.20
 1940   89      1851      158.39      106.12      264.51
 1940   89      1850      174.12      112.35      286.47
 1940   90      1850      258.29      101.38      359.67
 1940   90      1849      275.53      104.07      379.60
 1940   91      1849      102.25       41.04      143.29
 1940   91      1848      109.07       42.14      151.21
 1940   92      1848      119.69       45.00      164.69
 1940   92      1847      127.68       46.20      173.88
 1940   93      1847       89.17       34.12      123.29
 1940   93      1846       95.12       35.03      130.15
 1940   94      1846       74.14       30.66      104.80
 1940   94      1845       79.09       31.47      110.56
 1940   95      1845       92.95       19.26      112.21
 1940   95      1844       95.34       18.83      114.17
 1940   96      1844       53.40       17.74       71.14
 1940   96      1843       54.77       17.34       72.11
 1940   97      1843       51.42       15.20       66.62
 1940   97      1842       52.74       14.86       67.60
 1940   98      1842       33.13       13.18       46.31
 1940   98      1841       33.98       12.88       46.86
 1940   99      1841       22.74        6.59       29.33
 1940   99      1840       23.33        6.44       29.77
 1940  100      1840       20.08        3.74       23.82
 1940  100      1839       18.98        3.28       22.26
 1940  101      1839        5.66        1.60        7.26
 1940  101      1838        5.35        1.40        6.75
 1940  102      1838        9.78        2.14       11.92
 1940  102      1837        9.25        1.87       11.12
 1940  103      1837        3.60        2.14        5.74
 1940  103      1836        3.41        1.87        5.28
 1940  104      1836        3.09        2.67        5.76
 1940  104      1835        2.92        2.34        5.26
 1940  105      1835        4.63        0.53        5.16
 1940  105      1834        4.38        0.47        4.85
 1940  106      1834        2.06        0.00        2.06
 1940  106      1833        1.95        0.00        1.95
 1940  107      1833        1.03        0.00        1.03
 1940  107      1832        0.97        0.00        0.97
 1940  108      1832        1.03        0.00        1.03
 1940  108      1831        0.97        0.00        0.97
 1940  109      1831        0.51        0.53        1.04
 1940  109      1830        0.49        0.47        0.96
 1940  110+        .        3.00        1.00        4.00
 1941    0      1941     8544.04     9835.01    18379.05
 1941    0      1940     4336.56     5130.89     9467.45
 1941    1      1940     2880.31     3105.87     5986.18
 1941    1      1939     2212.84     2361.78     4574.62
 1941    2      1939     1053.85     1123.41     2177.26
 1941    2      1938     1028.49     1090.31     2118.80
 1941    3      1938      503.57      583.80     1087.37
 1941    3      1937      492.02      558.64     1050.66
 1941    4      1937      293.46      321.02      614.48
 1941    4      1936      294.48      318.35      612.83
 1941    5      1936      198.79      219.96      418.75
 1941    5      1935      201.85      215.97      417.82
 1941    6      1935      155.01      196.18      351.19
 1941    6      1934      157.49      193.65      351.14
 1941    7      1934      144.12      150.70      294.82
 1941    7      1933      148.35      148.94      297.29
 1941    8      1933      109.33      137.19      246.52
 1941    8      1932      113.02      137.39      250.41
 1941    9      1932      109.28      118.77      228.05
 1941    9      1931      110.07      115.73      225.80
 1941   10      1931       82.12       93.98      176.10
 1941   10      1930       89.15       96.43      185.58
 1941   11      1930       87.60      104.19      191.79
 1941   11      1929       94.69      107.26      201.95
 1941   12      1929       83.09       86.22      169.31
 1941   12      1928       94.19       92.16      186.35
 1941   13      1928       90.85       84.84      175.69
 1941   13      1927       94.44       84.52      178.96
 1941   14      1927      104.26       99.87      204.13
 1941   14      1926      120.10      108.57      228.67
 1941   15      1926      107.74      104.63      212.37
 1941   15      1925      114.61      109.83      224.44
 1941   16      1925      112.08      139.99      252.07
 1941   16      1924      121.29      149.62      270.91
 1941   17      1924      129.76      136.38      266.14
 1941   17      1923      140.67      146.22      286.89
 1941   18      1923      138.91      138.95      277.86
 1941   18      1922      148.55      147.66      296.21
 1941   19      1922      137.76      152.07      289.83
 1941   19      1921      146.69      158.59      305.28
 1941   20      1921      157.12      188.36      345.48
 1941   20      1920      169.41      189.45      358.86
 1941   21      1920      145.85      188.73      334.58
 1941   21      1919      132.60      162.02      294.62
 1941   22      1919      131.01      155.29      286.30
 1941   22      1918      145.43      161.39      306.82
 1941   23      1918      139.80      135.89      275.69
 1941   23      1917      153.67      138.70      292.37
 1941   24      1917      127.94      170.86      298.80
 1941   24      1916      137.49      170.86      308.35
 1941   25      1916      130.96      167.79      298.75
 1941   25      1915      138.47      163.92      302.39
 1941   26      1915      159.20      169.45      328.65
 1941   26      1914      162.31      160.26      322.57
 1941   27      1914      135.65      162.68      298.33
 1941   27      1913      145.80      160.01      305.81
 1941   28      1913      140.36      169.14      309.50
 1941   28      1912      155.12      171.59      326.71
 1941   29      1912      125.15      160.20      285.35
 1941   29      1911      141.28      166.50      307.78
 1941   30      1911      159.02      185.71      344.73
 1941   30      1910      141.46      160.02      301.48
 1941   31      1910      140.63      183.17      323.80
 1941   31      1909      140.82      171.59      312.41
 1941   32      1909      133.24      169.00      302.24
 1941   32      1908      139.20      167.72      306.92
 1941   33      1908      143.05      179.12      322.17
 1941   33      1907      149.42      178.65      328.07
 1941   34      1907      137.71      168.20      305.91
 1941   34      1906      148.75      169.52      318.27
 1941   35      1906      155.79      187.53      343.32
 1941   35      1905      161.72      191.27      352.99
 1941   36      1905      138.11      175.63      313.74
 1941   36      1904      145.35      177.12      322.47
 1941   37      1904      133.22      161.36      294.58
 1941   37      1903      145.23      169.34      314.57
 1941   38      1903      162.88      195.16      358.04
 1941   38      1902      167.64      194.67      362.31
 1941   39      1902      142.20      165.48      307.68
 1941   39      1901      147.26      166.23      313.49
 1941   40      1901      166.39      193.77      360.16
 1941   40      1900      172.15      198.07      370.22
 1941   41      1900      124.36      160.81      285.17
 1941   41      1899      129.05      164.88      293.93
 1941   42      1899      153.54      199.23      352.77
 1941   42      1898      163.97      207.64      371.61
 1941   43      1898      121.84      162.23      284.07
 1941   43      1897      128.56      170.48      299.04
 1941   44      1897      141.16      194.36      335.52
 1941   44      1896      146.30      201.48      347.78
 1941   45      1896      149.31      218.41      367.72
 1941   45      1895      157.18      230.55      387.73
 1941   46      1895      147.68      179.62      327.30
 1941   46      1894      154.80      188.17      342.97
 1941   47      1894      111.56      168.20      279.76
 1941   47      1893      123.82      186.56      310.38
 1941   48      1893      185.60      235.95      421.55
 1941   48      1892      192.00      245.07      437.07
 1941   49      1892      131.56      202.31      333.87
 1941   49      1891      140.88      217.59      358.47
 1941   50      1891      175.40      256.29      431.69
 1941   50      1890      190.19      272.84      463.03
 1941   51      1890      141.20      178.86      320.06
 1941   51      1889      152.27      192.93      345.20
 1941   52      1889      206.94      257.63      464.57
 1941   52      1888      214.73      269.49      484.22
 1941   53      1888      184.70      238.58      423.28
 1941   53      1887      195.91      257.48      453.39
 1941   54      1887      197.20      250.51      447.71
 1941   54      1886      204.44      249.56      454.00
 1941   55      1886      219.46      296.57      516.03
 1941   55      1885      234.27      313.73      548.00
 1941   56      1885      218.49      250.30      468.79
 1941   56      1884      233.23      264.79      498.02
 1941   57      1884      201.05      243.97      445.02
 1941   57      1883      214.61      258.10      472.71
 1941   58      1883      236.90      295.11      532.01
 1941   58      1882      252.88      312.19      565.07
 1941   59      1882      214.62      266.86      481.48
 1941   59      1881      229.09      282.31      511.40
 1941   60      1881      373.08      431.58      804.66
 1941   60      1880      405.17      459.32      864.49
 1941   61      1880      200.22      289.34      489.56
 1941   61      1879      217.44      307.93      525.37
 1941   62      1879      330.34      375.75      706.09
 1941   62      1878      358.76      399.90      758.66
 1941   63      1878      311.62      385.95      697.57
 1941   63      1877      338.42      410.75      749.17
 1941   64      1877      323.62      388.86      712.48
 1941   64      1876      351.46      413.85      765.31
 1941   65      1876      422.25      456.20      878.45
 1941   65      1875      466.17      489.81      955.98
 1941   66      1875      383.69      444.60      828.29
 1941   66      1874      423.60      477.36      900.96
 1941   67      1874      387.98      405.94      793.92
 1941   67      1873      428.33      435.85      864.18
 1941   68      1873      431.77      462.49      894.26
 1941   68      1872      476.68      496.56      973.24
 1941   69      1872      298.00      364.87      662.87
 1941   69      1871      329.00      391.75      720.75
 1941   70      1871      687.91      586.30     1274.21
 1941   70      1870      767.42      634.30     1401.72
 1941   71      1870      356.50      383.65      740.15
 1941   71      1869      397.70      415.06      812.76
 1941   72      1869      478.65      481.84      960.49
 1941   72      1868      533.97      521.29     1055.26
 1941   73      1868      483.38      448.63      932.01
 1941   73      1867      539.25      485.36     1024.61
 1941   74      1867      472.02      459.70      931.72
 1941   74      1866      526.58      497.34     1023.92
 1941   75      1866      648.87      520.52     1169.39
 1941   75      1865      732.34      568.80     1301.14
 1941   76      1865      536.41      423.31      959.72
 1941   76      1864      605.41      462.58     1067.99
 1941   77      1864      533.12      446.77      979.89
 1941   77      1863      601.70      488.22     1089.92
 1941   78      1863      623.46      489.39     1112.85
 1941   78      1862      703.66      534.79     1238.45
 1941   79      1862      423.95      333.28      757.23
 1941   79      1861      478.49      364.20      842.69
 1941   80      1861      786.10      499.70     1285.80
 1941   80      1860      887.58      544.53     1432.11
 1941   81      1860      413.51      274.31      687.82
 1941   81      1859      466.89      298.91      765.80
 1941   82      1859      490.19      327.06      817.25
 1941   82      1858      553.47      356.40      909.87
 1941   83      1858      392.81      267.11      659.92
 1941   83      1857      443.52      291.08      734.60
 1941   84      1857      371.64      255.12      626.76
 1941   84      1856      419.62      278.01      697.63
 1941   85      1856      464.40      252.29      716.69
 1941   85      1855      515.17      268.82      783.99
 1941   86      1855      318.62      185.82      504.44
 1941   86      1854      353.45      198.00      551.45
 1941   87      1854      273.51      145.55      419.06
 1941   87      1853      303.41      155.09      458.50
 1941   88      1853      273.03      153.80      426.83
 1941   88      1852      302.89      163.88      466.77
 1941   89      1852      171.89       87.82      259.71
 1941   89      1851      190.69       93.57      284.26
 1941   90      1851      273.98      103.01      376.99
 1941   90      1850      294.93      106.43      401.36
 1941   91      1850      107.08       48.80      155.88
 1941   91      1849      115.27       50.42      165.69
 1941   92      1849      116.25       53.23      169.48
 1941   92      1848      125.14       55.00      180.14
 1941   93      1848       84.89       33.02      117.91
 1941   93      1847       91.39       34.12      125.51
 1941   94      1847       60.78       30.56       91.34
 1941   94      1846       65.43       31.57       97.00
