Hungary,  Deaths (Lexis triangle)	Last modified: 30 Nov 2021;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1950    0      1950     5826.17     7678.42    13504.59
 1950    0      1949     1445.27     1832.25     3277.52
 1950    1      1949      382.60      401.49      784.09
 1950    1      1948      226.36      269.33      495.69
 1950    2      1948      153.24      174.21      327.45
 1950    2      1947      113.18      125.15      238.33
 1950    3      1947       93.15      129.16      222.31
 1950    3      1946       64.10       91.11      155.21
 1950    4      1946       79.12       77.09      156.21
 1950    4      1945       41.06       69.08      110.14
 1950    5      1945       56.09       52.06      108.15
 1950    5      1944       40.06       65.08      105.14
 1950    6      1944       49.08       66.08      115.16
 1950    6      1943       49.08       72.09      121.17
 1950    7      1943       37.06       48.06       85.12
 1950    7      1942       48.08       44.05       92.13
 1950    8      1942       33.05       51.06       84.11
 1950    8      1941       26.04       51.06       77.10
 1950    9      1941       33.05       47.06       80.11
 1950    9      1940       35.06       43.05       78.11
 1950   10      1940       31.05       41.05       72.10
 1950   10      1939       21.03       46.06       67.09
 1950   11      1939       36.06       38.05       74.11
 1950   11      1938       29.05       48.06       77.11
 1950   12      1938       34.05       48.06       82.11
 1950   12      1937       35.06       46.06       81.12
 1950   13      1937       22.03       41.05       63.08
 1950   13      1936       31.05       55.07       86.12
 1950   14      1936       40.06       37.05       77.11
 1950   14      1935       41.06       47.06       88.12
 1950   15      1935       44.07       56.07      100.14
 1950   15      1934       65.10       51.06      116.16
 1950   16      1934       53.08       59.07      112.15
 1950   16      1933       62.10       61.07      123.17
 1950   17      1933       65.10       73.09      138.19
 1950   17      1932       76.12       62.08      138.20
 1950   18      1932       71.11       96.12      167.23
 1950   18      1931       68.11       85.10      153.21
 1950   19      1931       63.10       90.11      153.21
 1950   19      1930       66.10      118.14      184.24
 1950   20      1930      100.16      149.18      249.34
 1950   20      1929       90.14      104.13      194.27
 1950   21      1929       91.14      116.14      207.28
 1950   21      1928       69.11      132.16      201.27
 1950   22      1928       80.13      132.16      212.29
 1950   22      1927       74.12      119.15      193.27
 1950   23      1927       80.13      131.16      211.29
 1950   23      1926       82.13      111.14      193.27
 1950   24      1926       89.14      113.14      202.28
 1950   24      1925      104.16      126.15      230.31
 1950   25      1925      114.18      141.17      255.35
 1950   25      1924       78.12      107.13      185.25
 1950   26      1924       81.13      104.13      185.26
 1950   26      1923       97.15      125.15      222.30
 1950   27      1923      112.18      114.14      226.32
 1950   27      1922       97.15      132.16      229.31
 1950   28      1922      113.18      135.17      248.35
 1950   28      1921      110.17      122.15      232.32
 1950   29      1921       84.13      123.15      207.28
 1950   29      1920      101.16      124.15      225.31
 1950   30      1920       94.15      131.16      225.31
 1950   30      1919       92.14      123.15      215.29
 1950   31      1919       63.10       84.10      147.20
 1950   31      1918       59.09       60.07      119.16
 1950   32      1918       42.07       63.08      105.15
 1950   32      1917       62.10       49.06      111.16
 1950   33      1917       36.06       78.10      114.16
 1950   33      1916       45.07       66.08      111.15
 1950   34      1916       52.08       59.07      111.15
 1950   34      1915       66.10       83.10      149.20
 1950   35      1915       71.11       93.11      164.22
 1950   35      1914       97.15      130.16      227.31
 1950   36      1914      133.21      132.16      265.37
 1950   36      1913      121.19      107.13      228.32
 1950   37      1913      111.17      132.16      243.33
 1950   37      1912       99.16      145.18      244.34
 1950   38      1912      136.21      142.17      278.38
 1950   38      1911       90.14      152.19      242.33
 1950   39      1911      142.22      178.22      320.44
 1950   39      1910      143.23      151.19      294.42
 1950   40      1910      126.20      186.23      312.43
 1950   40      1909      130.20      161.20      291.40
 1950   41      1909      126.20      186.23      312.43
 1950   41      1908      140.22      196.24      336.46
 1950   42      1908      170.27      195.24      365.51
 1950   42      1907      127.20      183.22      310.42
 1950   43      1907      135.21      200.25      335.46
 1950   43      1906      118.19      201.25      319.44
 1950   44      1906      159.25      197.24      356.49
 1950   44      1905      137.22      211.26      348.48
 1950   45      1905      174.27      216.27      390.54
 1950   45      1904      166.26      207.25      373.51
 1950   46      1904      163.26      212.26      375.52
 1950   46      1903      152.24      210.26      362.50
 1950   47      1903      166.26      247.30      413.56
 1950   47      1902      199.31      244.30      443.61
 1950   48      1902      185.29      285.35      470.64
 1950   48      1901      213.34      250.31      463.65
 1950   49      1901      212.33      261.32      473.65
 1950   49      1900      216.34      297.36      513.70
 1950   50      1900      259.41      306.38      565.79
 1950   50      1899      211.33      297.36      508.69
 1950   51      1899      225.35      305.37      530.72
 1950   51      1898      204.32      292.36      496.68
 1950   52      1898      230.36      310.38      540.74
 1950   52      1897      264.42      324.40      588.82
 1950   53      1897      265.42      343.42      608.84
 1950   53      1896      254.40      301.37      555.77
 1950   54      1896      290.46      335.41      625.87
 1950   54      1895      263.41      347.43      610.84
 1950   55      1895      280.44      330.41      610.85
 1950   55      1894      262.41      320.39      582.80
 1950   56      1894      284.45      339.42      623.87
 1950   56      1893      288.45      292.36      580.81
 1950   57      1893      324.51      368.45      692.96
 1950   57      1892      282.44      323.40      605.84
 1950   58      1892      336.53      418.51      755.04
 1950   58      1891      275.43      345.42      620.85
 1950   59      1891      339.53      389.48      729.01
 1950   59      1890      272.43      362.44      634.87
 1950   60      1890      352.55      367.45      720.00
 1950   60      1889      362.57      402.49      765.06
 1950   61      1889      326.51      371.46      697.97
 1950   61      1888      439.69      476.58      916.27
 1950   62      1888      471.74      480.59      952.33
 1950   62      1887      397.63      435.53      833.16
 1950   63      1887      457.72      478.59      936.31
 1950   63      1886      439.69      472.58      912.27
 1950   64      1886      454.72      474.58      929.30
 1950   64      1885      446.70      487.60      934.30
 1950   65      1885      472.74      545.67     1018.41
 1950   65      1884      503.79      543.67     1047.46
 1950   66      1884      513.81      513.63     1027.44
 1950   66      1883      502.79      490.60      993.39
 1950   67      1883      549.87      533.65     1083.52
 1950   67      1882      552.87      522.64     1075.51
 1950   68      1882      606.95      602.74     1209.69
 1950   68      1881      505.80      508.62     1014.42
 1950   69      1881      544.86      529.65     1074.51
 1950   69      1880      557.88      548.67     1106.55
 1950   70      1880      650.02      546.67     1196.69
 1950   70      1879      605.95      568.70     1174.65
 1950   71      1879      570.90      534.66     1105.56
 1950   71      1878      581.92      568.70     1150.62
 1950   72      1878      638.00      522.64     1160.64
 1950   72      1877      614.97      550.68     1165.65
 1950   73      1877      610.96      565.69     1176.65
 1950   73      1876      618.97      520.64     1139.61
 1950   74      1876      666.05      636.78     1302.83
 1950   74      1875      643.01      599.74     1242.75
 1950   75      1875      715.13      701.86     1416.99
 1950   75      1874      594.94      529.65     1124.59
 1950   76      1874      622.98      600.74     1223.72
 1950   76      1873      552.87      504.62     1057.49
 1950   77      1873      596.94      437.54     1034.48
 1950   77      1872      625.98      486.60     1112.58
 1950   78      1872      633.00      586.72     1219.72
 1950   78      1871      504.79      540.66     1045.45
 1950   79      1871      455.72      531.65      987.37
 1950   79      1870      557.88      499.61     1057.49
 1950   80      1870      691.09      561.69     1252.78
 1950   80      1869      500.79      442.54      943.33
