Israel, Total Population,  Deaths (Lexis triangle)	Last modified: 31 Oct 2018;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1983    0      1983      538.15      629.55     1167.70
 1983    0      1982       89.85      102.45      192.30
 1983    1      1982       30.77       19.84       50.61
 1983    1      1981       26.23       17.16       43.39
 1983    2      1981       17.57       18.01       35.58
 1983    2      1980       15.43       15.99       31.42
 1983    3      1980        6.92       14.83       21.75
 1983    3      1979        6.08       13.17       19.25
 1983    4      1979        5.86       10.59       16.45
 1983    4      1978        5.14        9.41       14.55
 1983    5      1978        5.73        7.86       13.59
 1983    5      1977        5.27        7.14       12.41
 1983    6      1977        4.17        7.86       12.03
 1983    6      1976        3.83        7.14       10.97
 1983    7      1976        5.21        8.39       13.60
 1983    7      1975        4.79        7.61       12.40
 1983    8      1975        6.26        5.24       11.50
 1983    8      1974        5.74        4.76       10.50
 1983    9      1974        5.21        3.15        8.36
 1983    9      1973        4.79        2.85        7.64
 1983   10      1973        1.52        4.61        6.13
 1983   10      1972        1.48        4.39        5.87
 1983   11      1972        2.53        7.69       10.22
 1983   11      1971        2.47        7.31        9.78
 1983   12      1971        5.06        4.61        9.67
 1983   12      1970        4.94        4.39        9.33
 1983   13      1970        4.55        8.71       13.26
 1983   13      1969        4.45        8.29       12.74
 1983   14      1969        6.57        7.69       14.26
 1983   14      1968        6.43        7.31       13.74
 1983   15      1968        3.54       10.58       14.12
 1983   15      1967        3.46       10.42       13.88
 1983   16      1967        4.55        7.55       12.10
 1983   16      1966        4.45        7.45       11.90
 1983   17      1966        7.08       12.59       19.67
 1983   17      1965        6.92       12.41       19.33
 1983   18      1965        1.52       20.65       22.17
 1983   18      1964        1.48       20.35       21.83
 1983   19      1964        7.59       19.64       27.23
 1983   19      1963        7.41       19.36       26.77
 1983   20      1963        3.59       27.28       30.87
 1983   20      1962        3.41       24.72       28.13
 1983   21      1962        7.19       18.36       25.55
 1983   21      1961        6.81       16.64       23.45
 1983   22      1961        6.16       16.26       22.42
 1983   22      1960        5.84       14.74       20.58
 1983   23      1960        6.16       18.36       24.52
 1983   23      1959        5.84       16.64       22.48
 1983   24      1959        2.05       15.74       17.79
 1983   24      1958        1.95       14.26       16.21
 1983   25      1958        6.18       17.46       23.64
 1983   25      1957        5.82       15.54       21.36
 1983   26      1957        8.75       17.99       26.74
 1983   26      1956        8.25       16.01       24.26
 1983   27      1956        4.63       15.35       19.98
 1983   27      1955        4.37       13.65       18.02
 1983   28      1955        9.78       16.41       26.19
 1983   28      1954        9.22       14.59       23.81
 1983   29      1954        6.69       11.64       18.33
 1983   29      1953        6.31       10.36       16.67
 1983   30      1953        8.76       15.20       23.96
 1983   30      1952        8.24       13.80       22.04
 1983   31      1952        8.76       23.07       31.83
 1983   31      1951        8.24       20.93       29.17
 1983   32      1951        9.28       18.87       28.15
 1983   32      1950        8.72       17.13       25.85
