Poland,  Deaths (Lexis triangle)	Last modified: 13 Apr 2021;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1958    0      1958    17599.58    23692.68    41292.26
 1958    0      1957     5819.45     7690.50    13509.95
 1958    1      1957     1052.71     1156.18     2208.89
 1958    1      1956      614.00      696.31     1310.31
 1958    2      1956      349.57      425.80      775.37
 1958    2      1955      263.43      327.62      591.05
 1958    3      1955      234.38      287.54      521.92
 1958    3      1954      184.30      249.47      433.77
 1958    4      1954      155.25      210.40      365.65
 1958    4      1953      140.23      176.33      316.56
 1958    5      1953      140.23      183.35      323.58
 1958    5      1952      103.17      154.29      257.46
 1958    6      1952      106.17      157.30      263.47
 1958    6      1951       97.16      142.27      239.43
 1958    7      1951      103.17      155.29      258.46
 1958    7      1950       77.13      118.22      195.35
 1958    8      1950       85.14      133.25      218.39
 1958    8      1949       53.09       97.18      150.27
 1958    9      1949       56.09      115.22      171.31
 1958    9      1948       60.10       98.19      158.29
 1958   10      1948       64.10      103.19      167.29
 1958   10      1947       56.09       94.18      150.27
 1958   11      1947       53.09       91.17      144.26
 1958   11      1946       46.07       83.16      129.23
 1958   12      1946       69.11       86.16      155.27
 1958   12      1945       44.07       49.09       93.16
 1958   13      1945       46.07       92.17      138.24
 1958   13      1944       42.07       40.08       82.15
 1958   14      1944       43.07       86.16      129.23
 1958   14      1943       43.07       77.15      120.22
 1958   15      1943       60.10       86.16      146.26
 1958   15      1942       47.08       77.15      124.23
 1958   16      1942       53.09      110.21      163.30
 1958   16      1941       67.11       87.16      154.27
 1958   17      1941       60.10      119.22      179.32
 1958   17      1940       59.10      128.24      187.34
 1958   18      1940       81.13      169.32      250.45
 1958   18      1939       85.14      155.29      240.43
 1958   19      1939       86.14      209.39      295.53
 1958   19      1938       95.15      184.35      279.50
 1958   20      1938      106.17      260.49      366.66
 1958   20      1937       91.15      210.40      301.55
 1958   21      1937       94.15      265.50      359.65
 1958   21      1936      120.20      204.39      324.59
 1958   22      1936      107.17      241.46      348.63
 1958   22      1935      101.16      212.40      313.56
 1958   23      1935      120.20      233.44      353.64
 1958   23      1934      117.19      186.35      303.54
 1958   24      1934      126.20      270.51      396.71
 1958   24      1933      132.21      209.39      341.60
 1958   25      1933      134.22      244.46      378.68
 1958   25      1932      141.23      245.46      386.69
 1958   26      1932      139.23      284.54      423.77
 1958   26      1931      138.22      219.41      357.63
 1958   27      1931      155.25      284.54      439.79
 1958   27      1930      153.25      226.43      379.68
 1958   28      1930      161.26      293.55      454.81
 1958   28      1929      162.26      233.44      395.70
 1958   29      1929      155.25      300.57      455.82
 1958   29      1928      166.27      271.51      437.78
 1958   30      1928      191.31      318.60      509.91
 1958   30      1927      171.28      231.44      402.72
 1958   31      1927      162.26      286.54      448.80
 1958   31      1926      147.24      250.47      397.71
 1958   32      1926      165.27      272.51      437.78
 1958   32      1925      190.31      253.48      443.79
 1958   33      1925      189.31      305.58      494.89
 1958   33      1924      161.26      261.49      422.75
 1958   34      1924      219.36      302.57      521.93
 1958   34      1923      203.33      257.49      460.82
 1958   35      1923      223.36      294.56      517.92
 1958   35      1922      195.32      239.45      434.77
 1958   36      1922      200.33      279.53      479.86
 1958   36      1921      188.31      212.40      400.71
 1958   37      1921      174.28      244.46      418.74
 1958   37      1920      188.31      238.45      426.76
 1958   38      1920      208.34      264.50      472.84
 1958   38      1919      182.30      272.51      454.81
 1958   39      1919      162.26      238.45      400.71
 1958   39      1918      134.22      167.32      301.54
 1958   40      1918      166.27      197.37      363.64
 1958   40      1917      138.22      179.34      317.56
 1958   41      1917      157.26      197.37      354.63
 1958   41      1916      146.24      185.35      331.59
 1958   42      1916      195.32      248.47      443.79
 1958   42      1915      168.27      234.44      402.71
 1958   43      1915      250.41      278.53      528.94
 1958   43      1914      269.44      349.66      619.10
 1958   44      1914      292.47      369.70      662.17
 1958   44      1913      275.45      382.72      658.17
 1958   45      1913      277.45      368.70      646.15
 1958   45      1912      308.50      416.79      725.29
 1958   46      1912      360.59      481.91      842.50
 1958   46      1911      311.51      461.87      773.38
 1958   47      1911      313.51      492.93      806.44
 1958   47      1910      407.66      517.98      925.64
 1958   48      1910      403.66      565.07      968.73
 1958   48      1909      405.66      577.09      982.75
 1958   49      1909      433.70      651.23     1084.93
 1958   49      1908      441.72      640.21     1081.93
 1958   50      1908      410.67      653.23     1063.90
 1958   50      1907      431.70      626.18     1057.88
 1958   51      1907      485.79      728.37     1214.16
 1958   51      1906      459.75      706.33     1166.08
 1958   52      1906      541.88      767.45     1309.33
 1958   52      1905      401.65      722.36     1124.01
 1958   53      1905      532.87      800.51     1333.38
 1958   53      1904      537.87      768.45     1306.32
 1958   54      1904      546.89      851.61     1398.50
 1958   54      1903      572.93      826.56     1399.49
 1958   55      1903      578.94      838.58     1417.52
 1958   55      1902      605.98      852.61     1458.59
 1958   56      1902      646.05      960.81     1606.86
 1958   56      1901      629.02      942.78     1571.80
 1958   57      1901      644.05      886.67     1530.72
 1958   57      1900      707.15     1011.91     1719.06
 1958   58      1900      763.24     1024.93     1788.17
 1958   58      1899      702.14     1022.93     1725.07
 1958   59      1899      716.16      983.86     1700.02
 1958   59      1898      747.21      983.86     1731.07
 1958   60      1898      836.36     1095.07     1931.43
 1958   60      1897      795.29     1062.00     1857.29
 1958   61      1897      779.27     1095.07     1874.34
 1958   61      1896      830.35     1065.01     1895.36
 1958   62      1896      891.45     1088.05     1979.50
 1958   62      1895      918.49     1115.10     2033.59
 1958   63      1895      869.41     1073.02     1942.43
 1958   63      1894      860.40     1037.96     1898.36
 1958   64      1894      951.55     1030.94     1982.49
 1958   64      1893      954.55     1116.10     2070.65
 1958   65      1893      901.46     1085.05     1986.51
 1958   65      1892      873.42      910.72     1784.14
 1958   66      1892      962.56      984.86     1947.42
 1958   66      1891      994.62      969.83     1964.45
 1958   67      1891     1014.65     1082.04     2096.69
 1958   67      1890     1039.69     1092.06     2131.75
 1958   68      1890     1093.78     1106.09     2199.87
 1958   68      1889     1155.88     1102.08     2257.96
 1958   69      1889     1155.88     1098.07     2253.95
 1958   69      1888     1276.07     1167.20     2443.27
 1958   70      1888     1210.97     1103.08     2314.05
 1958   70      1887     1271.06     1133.14     2404.20
 1958   71      1887     1323.15     1127.13     2450.28
 1958   71      1886     1310.13     1152.17     2462.30
 1958   72      1886     1276.07     1157.18     2433.25
 1958   72      1885     1353.20     1132.14     2485.34
 1958   73      1885     1299.11     1074.03     2373.14
 1958   73      1884     1264.05     1003.89     2267.94
 1958   74      1884     1210.97      992.87     2203.84
 1958   74      1883     1352.20     1087.05     2439.25
 1958   75      1883     1320.14      969.83     2289.97
 1958   75      1882     1310.13     1030.94     2341.07
 1958   76      1882     1326.15      997.88     2324.03
 1958   76      1881     1216.98     1001.89     2218.87
 1958   77      1881     1217.98      808.52     2026.50
 1958   77      1880     1299.11      901.70     2200.81
 1958   78      1880     1322.15      900.70     2222.85
 1958   78      1879     1258.04      946.79     2204.83
 1958   79      1879     1240.01      823.55     2063.56
 1958   79      1878     1211.97      864.63     2076.60
 1958   80      1878     1176.91      752.42     1929.33
 1958   80      1877     1167.90      830.57     1998.47
 1958   81      1877     1118.82      681.28     1800.10
 1958   81      1876     1205.96      715.35     1921.31
 1958   82      1876     1099.79      679.28     1779.07
 1958   82      1875     1194.94      710.34     1905.28
 1958   83      1875     1003.63      600.13     1603.76
 1958   83      1874     1039.69      663.25     1702.94
 1958   84      1874      899.46      517.98     1417.44
 1958   84      1873      962.56      553.04     1515.60
 1958   85      1873      814.32      501.95     1316.27
 1958   85      1872      774.26      403.76     1178.02
 1958   86      1872      669.09      366.69     1035.78
 1958   86      1871      542.88      327.62      870.50
 1958   87      1871      548.89      310.59      859.48
 1958   87      1870      611.99      340.64      952.63
 1958   88      1870      536.87      267.50      804.37
 1958   88      1869      448.73      220.42      669.15
 1958   89      1869      351.57      189.36      540.93
 1958   89      1868      342.56      205.39      547.95
 1958   90      1868      262.43      128.24      390.67
 1958   90      1867      320.52      137.26      457.78
 1958   91      1867      231.38      128.24      359.62
 1958   91      1866      238.39      101.19      339.58
 1958   92      1866      187.30       84.16      271.46
 1958   92      1865      217.35       79.15      296.50
 1958   93      1865      145.24       57.11      202.35
 1958   93      1864      150.24       64.12      214.36
 1958   94      1864      104.17       42.08      146.25
 1958   94      1863       93.15       38.07      131.22
 1958   95      1863       84.14       27.05      111.19
 1958   95      1862       84.14       28.05      112.19
 1958   96      1862       53.09       17.03       70.12
 1958   96      1861       40.07       18.03       58.10
 1958   97      1861       25.04        3.01       28.05
 1958   97      1860       40.07       10.02       50.09
 1958   98      1860       26.04       11.02       37.06
 1958   98      1859       11.02        6.01       17.03
 1958   99      1859       16.03        9.02       25.05
 1958   99      1858        0.00        0.00        0.00
 1958  100      1858        7.18        3.41       10.59
 1958  100      1857        5.43        2.62        8.05
 1958  101      1857        4.07        2.00        6.07
 1958  101      1856        3.03        1.52        4.55
 1958  102      1856        2.24        1.15        3.39
 1958  102      1855        1.64        0.86        2.50
 1958  103      1855        1.20        0.64        1.84
 1958  103      1854        0.87        0.48        1.35
 1958  104      1854        0.62        0.35        0.97
 1958  104      1853        0.44        0.00        0.44
 1958  105      1853        0.31        0.00        0.31
 1958  105      1852        0.00        0.00        0.00
 1958  106      1852        0.00        0.00        0.00
 1958  106      1851        0.00        0.00        0.00
 1958  107      1851        0.00        0.00        0.00
 1958  107      1850        0.00        0.00        0.00
 1958  108      1850        0.00        0.00        0.00
 1958  108      1849        0.00        0.00        0.00
 1958  109      1849        0.00        0.00        0.00
 1958  109      1848        0.00        0.00        0.00
 1958  110+        .        0.00        0.00        0.00
 1959    0      1959    17267.83    23033.71    40301.54
 1959    0      1958     5212.48     6528.02    11740.50
 1959    1      1958     1078.93     1181.91     2260.84
 1959    1      1957      624.54      707.54     1332.08
 1959    2      1957      367.32      408.31      775.63
 1959    2      1956      281.24      314.24      595.48
 1959    3      1956      222.19      296.23      518.42
 1959    3      1955      179.15      239.18      418.33
 1959    4      1955      201.17      209.16      410.33
 1959    4      1954      149.13      187.14      336.27
 1959    5      1954      138.12      173.13      311.25
 1959    5      1953      109.09      151.12      260.21
 1959    6      1953      127.11      156.12      283.23
 1959    6      1952       96.08      126.10      222.18
 1959    7      1952      109.09      159.12      268.21
 1959    7      1951       97.08      133.10      230.18
 1959    8      1951       95.08      139.11      234.19
 1959    8      1950       79.07      119.09      198.16
 1959    9      1950       86.07      113.09      199.16
 1959    9      1949       56.05       90.07      146.12
 1959   10      1949       77.07      111.09      188.16
 1959   10      1948       54.05      103.08      157.13
 1959   11      1948       73.06      114.09      187.15
 1959   11      1947       65.06       99.08      164.14
 1959   12      1947       57.05      108.08      165.13
 1959   12      1946       49.04       82.06      131.10
 1959   13      1946       56.05       84.06      140.11
 1959   13      1945       43.04       77.06      120.10
 1959   14      1945       43.04       83.06      126.10
 1959   14      1944       47.04       75.06      122.10
 1959   15      1944       52.04       92.07      144.11
 1959   15      1943       36.03       79.06      115.09
 1959   16      1943       54.05       89.07      143.12
 1959   16      1942       61.05      110.08      171.13
 1959   17      1942       61.05      167.13      228.18
 1959   17      1941       53.05      105.08      158.13
 1959   18      1941       82.07      158.12      240.19
 1959   18      1940       73.06      129.10      202.16
 1959   19      1940       82.07      209.16      291.23
 1959   19      1939       88.08      210.16      298.24
 1959   20      1939       98.08      243.19      341.27
 1959   20      1938       90.08      191.15      281.23
 1959   21      1938       98.08      241.19      339.27
 1959   21      1937       81.07      223.17      304.24
 1959   22      1937       95.08      250.19      345.27
 1959   22      1936      125.11      202.16      327.27
 1959   23      1936      120.10      258.20      378.30
 1959   23      1935      104.09      209.16      313.25
 1959   24      1935      123.11      246.19      369.30
 1959   24      1934      111.10      237.18      348.28
 1959   25      1934      109.09      265.20      374.29
 1959   25      1933      132.11      230.18      362.29
 1959   26      1933      129.11      249.19      378.30
 1959   26      1932      145.12      242.19      387.31
 1959   27      1932      138.12      267.21      405.33
 1959   27      1931      134.12      240.18      374.30
 1959   28      1931      148.13      304.23      452.36
 1959   28      1930      163.14      247.19      410.33
 1959   29      1930      177.15      312.24      489.39
 1959   29      1929      170.15      260.20      430.35
 1959   30      1929      148.13      281.22      429.35
 1959   30      1928      173.15      300.23      473.38
 1959   31      1928      165.14      295.23      460.37
 1959   31      1927      147.13      253.19      400.32
 1959   32      1927      171.15      283.22      454.37
 1959   32      1926      177.15      251.19      428.34
 1959   33      1926      212.18      285.22      497.40
 1959   33      1925      194.17      257.20      451.37
 1959   34      1925      207.18      301.23      508.41
 1959   34      1924      217.19      249.19      466.38
 1959   35      1924      193.17      307.24      500.41
 1959   35      1923      211.18      258.20      469.38
 1959   36      1923      184.16      299.23      483.39
 1959   36      1922      210.18      270.21      480.39
 1959   37      1922      200.17      298.23      498.40
 1959   37      1921      175.15      255.20      430.35
 1959   38      1921      213.18      282.22      495.40
 1959   38      1920      185.16      289.22      474.38
 1959   39      1920      222.19      288.22      510.41
 1959   39      1919      239.21      298.23      537.44
 1959   40      1919      197.17      272.21      469.38
 1959   40      1918      135.12      189.15      324.27
 1959   41      1918      158.14      189.15      347.29
 1959   41      1917      164.14      211.16      375.30
 1959   42      1917      161.14      237.18      398.32
 1959   42      1916      159.14      214.16      373.30
 1959   43      1916      209.18      255.20      464.38
 1959   43      1915      194.17      231.18      425.35
 1959   44      1915      223.19      313.24      536.43
 1959   44      1914      281.24      393.30      674.54
 1959   45      1914      324.28      392.30      716.58
 1959   45      1913      313.27      432.33      745.60
 1959   46      1913      293.25      433.33      726.58
 1959   46      1912      346.30      485.37      831.67
 1959   47      1912      417.36      523.40      940.76
 1959   47      1911      353.30      508.39      861.69
 1959   48      1911      358.31      528.41      886.72
 1959   48      1910      431.37      571.44     1002.81
 1959   49      1910      453.39      541.42      994.81
 1959   49      1909      461.40      610.47     1071.87
 1959   50      1909      486.42      709.55     1195.97
 1959   50      1908      453.39      688.53     1141.92
 1959   51      1908      537.46      750.58     1288.04
 1959   51      1907      489.42      697.54     1186.96
 1959   52      1907      512.44      865.67     1378.11
 1959   52      1906      527.45      814.63     1342.08
 1959   53      1906      532.46      789.61     1322.07
 1959   53      1905      515.44      819.63     1335.07
 1959   54      1905      489.42      866.67     1356.09
 1959   54      1904      581.50      822.63     1404.13
 1959   55      1904      601.52      901.69     1503.21
 1959   55      1903      574.49      918.71     1493.20
 1959   56      1903      568.49      967.74     1536.23
 1959   56      1902      650.56     1060.82     1711.38
 1959   57      1902      672.58     1102.85     1775.43
 1959   57      1901      689.59     1058.81     1748.40
 1959   58      1901      625.54     1082.83     1708.37
 1959   58      1900      754.65     1092.84     1847.49
 1959   59      1900      819.70     1142.88     1962.58
 1959   59      1899      804.69     1123.86     1928.55
 1959   60      1899      821.71     1146.88     1968.59
 1959   60      1898      831.71     1117.86     1949.57
 1959   61      1898      879.76     1168.90     2048.66
 1959   61      1897      888.76     1212.93     2101.69
 1959   62      1897      879.76     1181.91     2061.67
 1959   62      1896      976.84     1239.95     2216.79
 1959   63      1896      958.82     1159.89     2118.71
 1959   63      1895     1059.91     1213.93     2273.84
 1959   64      1895      930.80     1112.86     2043.66
 1959   64      1894      991.85     1196.92     2188.77
 1959   65      1894      959.82     1159.89     2119.71
 1959   65      1893     1089.94     1228.94     2318.88
 1959   66      1893     1011.87     1150.88     2162.75
 1959   66      1892      941.81     1102.85     2044.66
 1959   67      1892     1007.87     1117.86     2125.73
 1959   67      1891     1122.96     1149.88     2272.84
 1959   68      1891     1036.89     1230.95     2267.84
 1959   68      1890     1248.07     1223.94     2472.01
 1959   69      1890     1212.04     1170.90     2382.94
 1959   69      1889     1326.14     1272.98     2599.12
 1959   70      1889     1225.05     1177.91     2402.96
 1959   70      1888     1417.22     1314.01     2731.23
 1959   71      1888     1413.21     1243.96     2657.17
 1959   71      1887     1444.24     1313.01     2757.25
 1959   72      1887     1381.19     1168.90     2550.09
 1959   72      1886     1520.31     1317.01     2837.32
 1959   73      1886     1472.26     1198.92     2671.18
 1959   73      1885     1505.29     1230.95     2736.24
 1959   74      1885     1376.18     1110.85     2487.03
 1959   74      1884     1382.19     1076.83     2459.02
 1959   75      1884     1397.20     1085.83     2483.03
 1959   75      1883     1486.28     1185.91     2672.19
 1959   76      1883     1349.16     1043.80     2392.96
 1959   76      1882     1500.29     1149.88     2650.17
 1959   77      1882     1442.24     1059.81     2502.05
 1959   77      1881     1448.24     1049.81     2498.05
 1959   78      1881     1260.08      868.67     2128.75
 1959   78      1880     1619.39     1222.94     2842.33
 1959   79      1880     1371.18      911.70     2282.88
 1959   79      1879     1155.99      770.59     1926.58
 1959   80      1879     1334.15      834.64     2168.79
 1959   80      1878     1313.13      903.69     2216.82
 1959   81      1878     1148.99      779.60     1928.59
 1959   81      1877     1290.11      846.65     2136.76
 1959   82      1877     1113.96      683.53     1797.49
 1959   82      1876     1225.05      735.57     1960.62
 1959   83      1876     1083.93      655.50     1739.43
 1959   83      1875     1193.02      737.57     1930.59
 1959   84      1875     1033.89      584.45     1618.34
