Chile,  Deaths (Lexis triangle)	Last modified: 18 Apr 2022;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1992    0      1992     1605.92     1964.18     3570.10
 1992    0      1991      284.08      354.82      638.90
 1992    1      1991       80.45      118.32      198.77
 1992    1      1990       69.55      103.68      173.23
 1992    2      1990       49.65       71.18      120.83
 1992    2      1989       43.35       62.82      106.17
 1992    3      1989       27.88       59.18       87.06
 1992    3      1988       24.12       51.82       75.94
 1992    4      1988       23.89       25.86       49.75
 1992    4      1987       20.11       22.14       42.25
 1992    5      1987       15.74       19.54       35.28
 1992    5      1986       14.26       17.46       31.72
 1992    6      1986       19.01       16.45       35.46
 1992    6      1985       16.99       14.55       31.54
 1992    7      1985       14.02       21.86       35.88
 1992    7      1984       12.98       20.14       33.12
 1992    8      1984       15.25       21.72       36.97
 1992    8      1983       13.75       19.28       33.03
 1992    9      1983       12.81       17.97       30.78
 1992    9      1982       12.19       17.03       29.22
 1992   10      1982       11.68       19.07       30.75
 1992   10      1981       11.32       17.93       29.25
 1992   11      1981       11.92       25.65       37.57
 1992   11      1980       11.08       23.35       34.43
 1992   12      1980       12.86       19.25       32.11
 1992   12      1979       12.14       17.75       29.89
 1992   13      1979       12.70       23.73       36.43
 1992   13      1978       12.30       22.27       34.57
 1992   14      1978       16.24       29.70       45.94
 1992   14      1977       15.76       28.30       44.06
 1992   15      1977       18.80       30.59       49.39
 1992   15      1976       19.20       31.41       50.61
 1992   16      1976       24.96       45.59       70.55
 1992   16      1975       25.04       46.41       71.45
 1992   17      1975       24.25       53.42       77.67
 1992   17      1974       24.75       54.58       79.33
 1992   18      1974       22.16       63.75       85.91
 1992   18      1973       21.84       64.25       86.09
 1992   19      1973       26.20       75.91      102.11
 1992   19      1972       25.80       75.09      100.89
 1992   20      1972       28.52       86.85      115.37
 1992   20      1971       26.48       77.15      103.63
 1992   21      1971       27.02      105.57      132.59
 1992   21      1970       24.98       93.43      118.41
 1992   22      1970       36.35      100.99      137.34
 1992   22      1969       34.65       92.01      126.66
 1992   23      1969       28.82       97.72      126.54
 1992   23      1968       28.18       91.28      119.46
 1992   24      1968       24.79       95.87      120.66
 1992   24      1967       24.21       90.13      114.34
 1992   25      1967       32.02      112.91      144.93
 1992   25      1966       30.98      103.09      134.07
 1992   26      1966       35.69      105.92      141.61
 1992   26      1965       34.31       96.08      130.39
 1992   27      1965       29.78      104.05      133.83
 1992   27      1964       28.22       92.95      121.17
 1992   28      1964       40.55      108.02      148.57
 1992   28      1963       38.45       96.98      135.43
 1992   29      1963       33.05      106.46      139.51
 1992   29      1962       30.95       94.54      125.49
 1992   30      1962       32.62      118.07      150.69
 1992   30      1961       30.38      105.93      136.31
 1992   31      1961       40.14      115.23      155.37
 1992   31      1960       36.86      102.77      139.63
 1992   32      1960       32.73      117.64      150.37
 1992   32      1959       30.27      105.36      135.63
 1992   33      1959       37.82      108.83      146.65
 1992   33      1958       35.18       98.17      133.35
 1992   34      1958       45.90      111.98      157.88
 1992   34      1957       43.10      102.02      145.12
 1992   35      1957       50.94      126.73      177.67
 1992   35      1956       47.06      115.27      162.33
 1992   36      1956       47.97      103.45      151.42
