Denmark,  Deaths (Lexis triangle)	Last modified: 24 Feb 2024;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1835    0      1835     2158.52     2771.68     4930.20
 1835    0      1834     1156.48     1604.32     2760.80
 1835    1      1834      502.26      561.56     1063.82
 1835    1      1833      363.68      402.14      765.82
 1835    2      1833      293.20      332.44      625.64
 1835    2      1832      288.86      324.86      613.72
 1835    3      1832      184.47      196.17      380.64
 1835    3      1831      181.74      191.70      373.44
 1835    4      1831      122.30      119.43      241.73
 1835    4      1830      120.49      116.70      237.19
 1835    5      1830       99.49       99.61      199.10
 1835    5      1829      102.51       99.51      202.02
 1835    6      1829       88.71       92.20      180.91
 1835    6      1828       91.41       92.10      183.51
 1835    7      1828       79.41       84.32      163.73
 1835    7      1827       81.81       84.23      166.04
 1835    8      1827       71.56       75.96      147.52
 1835    8      1826       73.73       75.88      149.61
 1835    9      1826       65.19       67.13      132.32
 1835    9      1825       67.17       67.06      134.23
 1835   10      1825       58.17       56.84      115.01
 1835   10      1824       63.84       59.50      123.34
 1835   11      1824       53.72       49.45      103.17
 1835   11      1823       58.96       51.76      110.72
 1835   12      1823       49.57       43.75       93.32
 1835   12      1822       54.41       45.79      100.20
 1835   13      1822       45.72       39.74       85.46
 1835   13      1821       50.18       41.60       91.78
 1835   14      1821       42.16       37.42       79.58
 1835   14      1820       46.28       39.17       85.45
 1835   15      1820       39.07       35.92       74.99
 1835   15      1819       42.79       38.97       81.76
 1835   16      1819       36.79       35.77       72.56
 1835   16      1818       40.30       38.80       79.10
 1835   17      1818       35.48       36.09       71.57
 1835   17      1817       38.87       39.14       78.01
 1835   18      1817       35.16       36.87       72.03
 1835   18      1816       38.51       39.99       78.50
 1835   19      1816       35.81       38.11       73.92
 1835   19      1815       39.22       41.34       80.56
 1835   20      1815       37.80       41.38       79.18
 1835   20      1814       40.19       41.27       81.46
 1835   21      1814       39.13       42.52       81.65
 1835   21      1813       41.62       42.40       84.02
 1835   22      1813       40.15       43.01       83.16
 1835   22      1812       42.70       42.89       85.59
 1835   23      1812       40.86       42.85       83.71
 1835   23      1811       43.45       42.73       86.18
 1835   24      1811       41.24       42.03       83.27
 1835   24      1810       43.86       41.92       85.78
 1835   25      1810       41.47       41.14       82.61
 1835   25      1809       43.84       40.28       84.12
 1835   26      1809       41.42       40.14       81.56
 1835   26      1808       43.79       39.31       83.10
 1835   27      1808       41.25       39.64       80.89
 1835   27      1807       43.60       38.81       82.41
 1835   28      1807       40.95       39.61       80.56
 1835   28      1806       43.29       38.78       82.07
 1835   29      1806       40.53       40.07       80.60
 1835   29      1805       42.85       39.23       82.08
