Bulgaria,  Deaths (Lexis triangle)	Last modified: 15 Sep 2022;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1947    0      1947     7303.33     8959.53    16262.86
 1947    0      1946     2894.13     3419.20     6313.33
 1947    1      1946     1312.06     1423.08     2735.14
 1947    1      1945      840.04      875.05     1715.09
 1947    2      1945      520.02      540.03     1060.05
 1947    2      1944      351.02      316.02      667.04
 1947    3      1944      238.01      224.01      462.02
 1947    3      1943      185.01      162.01      347.02
 1947    4      1943      161.01      163.01      324.02
 1947    4      1942      145.01      137.01      282.02
 1947    5      1942      108.00      142.01      250.01
 1947    5      1941      113.01      126.01      239.02
 1947    6      1941       93.00      113.01      206.01
 1947    6      1940       73.00       76.00      149.00
 1947    7      1940       64.00      104.01      168.01
 1947    7      1939       70.00       68.00      138.00
 1947    8      1939       67.00       70.00      137.00
 1947    8      1938       50.00       75.00      125.00
 1947    9      1938       51.00       79.00      130.00
 1947    9      1937       55.00       73.00      128.00
 1947   10      1937       69.00       75.00      144.00
 1947   10      1936       59.00       64.00      123.00
 1947   11      1936       58.00       65.00      123.00
 1947   11      1935       48.00       56.00      104.00
 1947   12      1935       59.00       67.00      126.00
 1947   12      1934       82.00       63.00      145.00
 1947   13      1934       71.00       61.00      132.00
 1947   13      1933       74.00       79.00      153.00
 1947   14      1933       82.00       68.00      150.00
 1947   14      1932      105.00       78.00      183.00
 1947   15      1932      103.00      108.01      211.01
 1947   15      1931       91.00       77.00      168.00
 1947   16      1931       99.00      107.01      206.01
 1947   16      1930      111.01      122.01      233.02
 1947   17      1930      155.01      142.01      297.02
 1947   17      1929      166.01      116.01      282.02
 1947   18      1929      149.01      153.01      302.02
 1947   18      1928      157.01      140.01      297.02
 1947   19      1928      172.01      168.01      340.02
 1947   19      1927      160.01      171.01      331.02
 1947   20      1927      194.01      192.01      386.02
 1947   20      1926      191.01      177.01      368.02
 1947   21      1926      186.01      228.01      414.02
 1947   21      1925      149.01      195.01      344.02
 1947   22      1925      177.01      239.01      416.02
 1947   22      1924      183.01      204.01      387.02
 1947   23      1924      187.01      185.01      372.02
 1947   23      1923      183.01      156.01      339.02
 1947   24      1923      151.01      174.01      325.02
 1947   24      1922      179.01      171.01      350.02
 1947   25      1922      167.01      180.01      347.02
 1947   25      1921      150.01      165.01      315.02
 1947   26      1921      158.01      167.01      325.02
 1947   26      1920      152.01      129.01      281.02
 1947   27      1920      161.01      160.01      321.02
 1947   27      1919      128.01      126.01      254.02
 1947   28      1919      126.01      104.01      230.02
 1947   28      1918       88.00       84.01      172.01
 1947   29      1918       86.00       76.00      162.00
 1947   29      1917       53.00       48.00      101.00
 1947   30      1917       77.00       65.00      142.00
 1947   30      1916       84.00       83.00      167.00
 1947   31      1916       96.00       81.00      177.00
 1947   31      1915      108.00      122.01      230.01
 1947   32      1915       96.00      138.01      234.01
 1947   32      1914      134.01      139.01      273.02
 1947   33      1914      110.00      143.01      253.01
 1947   33      1913       70.00       83.00      153.00
 1947   34      1913       87.00       98.01      185.01
 1947   34      1912      127.01      134.01      261.02
 1947   35      1912      150.01      155.01      305.02
 1947   35      1911      100.00      121.01      221.01
 1947   36      1911       83.00      134.01      217.01
 1947   36      1910      122.01      131.01      253.02
 1947   37      1910      134.01      153.01      287.02
 1947   37      1909      111.01      111.01      222.02
 1947   38      1909      134.01      129.01      263.02
 1947   38      1908      116.01      132.01      248.02
 1947   39      1908      123.01      147.01      270.02
 1947   39      1907       87.00      136.01      223.01
 1947   40      1907      114.01      160.01      274.02
 1947   40      1906      124.01      161.01      285.02
 1947   41      1906      127.01      166.01      293.02
 1947   41      1905       83.00      137.01      220.01
 1947   42      1905      126.01      164.01      290.02
 1947   42      1904      112.01      146.01      258.02
 1947   43      1904      135.01      157.01      292.02
 1947   43      1903       92.00      160.01      252.01
 1947   44      1903       99.00      136.01      235.01
 1947   44      1902      107.00      152.01      259.01
 1947   45      1902      120.01      207.01      327.02
 1947   45      1901       99.00      170.01      269.01
 1947   46      1901       95.00      155.01      250.01
 1947   46      1900      133.01      201.01      334.02
 1947   47      1900      125.01      205.01      330.02
 1947   47      1899       99.00      156.01      255.01
 1947   48      1899       89.00      159.01      248.01
 1947   48      1898      120.01      172.01      292.02
 1947   49      1898      121.01      170.01      291.02
 1947   49      1897      112.01      142.01      254.02
 1947   50      1897      131.01      182.01      313.02
 1947   50      1896      133.01      206.01      339.02
 1947   51      1896      161.01      215.01      376.02
 1947   51      1895      120.01      158.01      278.02
 1947   52      1895      126.01      213.01      339.02
 1947   52      1894      151.01      201.01      352.02
 1947   53      1894      162.01      219.01      381.02
 1947   53      1893       95.00      160.01      255.01
 1947   54      1893      114.01      161.01      275.02
 1947   54      1892      122.01      197.01      319.02
 1947   55      1892      180.01      218.01      398.02
 1947   55      1891      161.01      218.01      379.02
 1947   56      1891      133.01      213.01      346.02
 1947   56      1890      193.01      196.01      389.02
 1947   57      1890      179.01      240.01      419.02
 1947   57      1889      193.01      212.01      405.02
 1947   58      1889      155.01      237.01      392.02
 1947   58      1888      190.01      249.01      439.02
 1947   59      1888      209.01      244.01      453.02
 1947   59      1887      172.01      259.02      431.03
 1947   60      1887      226.01      302.02      528.03
 1947   60      1886      280.01      306.02      586.03
 1947   61      1886      316.01      305.02      621.03
 1947   61      1885      267.01      332.02      599.03
 1947   62      1885      290.01      410.02      700.03
 1947   62      1884      296.01      319.02      615.03
 1947   63      1884      285.01      378.02      663.03
 1947   63      1883      219.01      263.02      482.03
 1947   64      1883      239.01      299.02      538.03
 1947   64      1882      238.01      359.02      597.03
 1947   65      1882      295.01      442.03      737.04
 1947   65      1881      257.01      306.02      563.03
 1947   66      1881      273.01      377.02      650.03
 1947   66      1880      361.02      370.02      731.04
 1947   67      1880      434.02      460.03      894.05
 1947   67      1879      273.01      276.02      549.03
 1947   68      1879      282.01      342.02      624.03
 1947   68      1878      263.01      291.02      554.03
 1947   69      1878      287.01      351.02      638.03
 1947   69      1877      266.01      281.02      547.03
 1947   70      1877      342.02      371.02      713.04
 1947   70      1876      381.02      407.02      788.04
 1947   71      1876      415.02      408.02      823.04
 1947   71      1875      287.01      274.02      561.03
 1947   72      1875      320.01      325.02      645.03
 1947   72      1874      378.02      329.02      707.04
 1947   73      1874      346.02      336.02      682.04
 1947   73      1873      205.01      229.01      434.02
 1947   74      1873      224.01      241.01      465.02
 1947   74      1872      285.01      322.02      607.03
 1947   75      1872      354.02      355.02      709.04
 1947   75      1871      282.01      267.02      549.03
 1947   76      1871      317.01      295.02      612.03
 1947   76      1870      378.02      425.03      803.05
 1947   77      1870      461.02      470.03      931.05
 1947   77      1869      269.01      315.02      584.03
 1947   78      1869      273.01      284.02      557.03
 1947   78      1868      261.01      272.02      533.03
 1947   79      1868      259.01      317.02      576.03
 1947   79      1867      193.01      219.01      412.02
 1947   80      1867      257.01      256.02      513.03
 1947   80      1866      313.01      303.02      616.03
 1947   81      1866      313.01      275.02      588.03
 1947   81      1865      244.01      248.01      492.02
 1947   82      1865      250.01      229.01      479.02
 1947   82      1864      298.01      306.02      604.03
 1947   83      1864      285.01      283.02      568.03
 1947   83      1863      134.01      178.01      312.02
 1947   84      1863      142.01      166.01      308.02
 1947   84      1862      173.01      201.01      374.02
 1947   85      1862      228.01      226.01      454.02
 1947   85      1861      182.01      171.01      353.02
 1947   86      1861      204.01      161.01      365.02
 1947   86      1860      246.01      210.01      456.02
 1947   87      1860      238.01      241.01      479.02
 1947   87      1859       98.00      112.01      210.01
 1947   88      1859      117.01      117.01      234.02
 1947   88      1858       76.00      107.01      183.01
 1947   89      1858       70.00       85.01      155.01
 1947   89      1857       77.00       71.00      148.00
 1947   90      1857      107.00       88.01      195.01
