The United States of America,  Deaths (Lexis triangle)	Last modified: 05 Sep 2024;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1933    0      1933    39729.74    50948.99    90678.73
 1933    0      1932    12886.03    17489.12    30375.15
 1933    1      1932     4991.33     5783.44    10774.77
 1933    1      1931     3925.80     4545.72     8471.52
 1933    2      1931     2247.76     2660.01     4907.77
 1933    2      1930     2089.16     2480.04     4569.20
 1933    3      1930     1638.60     1945.76     3584.36
 1933    3      1929     1522.99     1814.12     3337.11
 1933    4      1929     1292.52     1517.63     2810.15
 1933    4      1928     1201.32     1414.96     2616.28
 1933    5      1928     1085.10     1299.23     2384.33
 1933    5      1927     1054.77     1238.30     2293.07
 1933    6      1927      983.59     1196.95     2180.54
 1933    6      1926      956.11     1140.81     2096.92
 1933    7      1926      892.71     1107.93     2000.64
 1933    7      1925      867.76     1055.97     1923.73
 1933    8      1925      812.45     1032.19     1844.64
 1933    8      1924      789.75      983.78     1773.53
 1933    9      1924      742.82      969.72     1712.54
 1933    9      1923      722.06      924.24     1646.30
 1933   10      1923      667.12      903.31     1570.43
 1933   10      1922      690.79      902.21     1593.00
 1933   11      1922      647.96      891.17     1539.13
 1933   11      1921      670.94      890.07     1561.01
 1933   12      1921      666.80      914.94     1581.74
 1933   12      1920      690.46      913.82     1604.28
 1933   13      1920      723.66      974.65     1698.31
 1933   13      1919      749.33      973.45     1722.78
 1933   14      1919      818.52     1070.28     1888.80
 1933   14      1918      847.57     1068.97     1916.54
 1933   15      1918      945.71     1173.89     2119.60
 1933   15      1917      977.30     1214.94     2192.24
 1933   16      1917     1076.81     1298.97     2375.78
 1933   16      1916     1112.78     1344.40     2457.18
 1933   17      1916     1205.99     1419.93     2625.92
 1933   17      1915     1246.28     1469.59     2715.87
 1933   18      1915     1333.26     1536.75     2870.01
 1933   18      1914     1377.80     1590.50     2968.30
 1933   19      1914     1458.62     1649.44     3108.06
 1933   19      1913     1507.35     1707.13     3214.48
 1933   20      1913     1602.25     1829.53     3431.78
 1933   20      1912     1607.48     1740.94     3348.42
 1933   21      1912     1703.89     1916.81     3620.70
 1933   21      1911     1709.46     1823.99     3533.45
 1933   22      1911     1781.88     1978.17     3760.05
 1933   22      1910     1787.70     1882.38     3670.08
 1933   23      1910     1836.22     2013.61     3849.83
 1933   23      1909     1842.22     1916.10     3758.32
 1933   24      1909     1866.90     2023.13     3890.03
 1933   24      1908     1873.00     1925.16     3798.16
 1933   25      1908     1883.08     2030.82     3913.90
 1933   25      1907     1877.93     1897.22     3775.15
 1933   26      1907     1887.57     2024.58     3912.15
 1933   26      1906     1882.40     1891.39     3773.79
 1933   27      1906     1889.49     2028.65     3918.14
 1933   27      1905     1884.32     1895.19     3779.51
 1933   28      1905     1888.84     2043.02     3931.86
 1933   28      1904     1883.67     1908.62     3792.29
 1933   29      1904     1885.63     2067.71     3953.34
 1933   29      1903     1880.47     1931.68     3812.15
 1933   30      1903     1885.33     2083.99     3969.32
 1933   30      1902     1876.42     1986.25     3862.67
 1933   31      1902     1898.56     2138.59     4037.15
 1933   31      1901     1889.59     2038.29     3927.88
 1933   32      1901     1930.81     2213.13     4143.94
 1933   32      1900     1921.68     2109.34     4031.02
 1933   33      1900     1982.06     2307.62     4289.68
 1933   33      1899     1972.69     2199.40     4172.09
 1933   34      1899     2052.33     2422.05     4474.38
 1933   34      1898     2042.62     2308.46     4351.08
 1933   35      1898     2123.47     2505.08     4628.55
 1933   35      1897     2139.80     2481.08     4620.88
 1933   36      1897     2201.79     2636.00     4837.79
 1933   36      1896     2218.72     2610.75     4829.47
 1933   37      1896     2269.70     2765.98     5035.68
 1933   37      1895     2287.15     2739.49     5026.64
 1933   38      1895     2327.20     2895.04     5222.24
 1933   38      1894     2345.09     2867.31     5212.40
 1933   39      1894     2374.29     3023.16     5397.45
 1933   39      1893     2392.54     2994.20     5386.74
 1933   40      1893     2415.58     3119.35     5534.93
 1933   40      1892     2432.21     3154.41     5586.62
 1933   41      1892     2463.72     3253.98     5717.70
 1933   41      1891     2480.68     3290.55     5771.23
 1933   42      1891     2523.32     3397.36     5920.68
 1933   42      1890     2540.69     3435.54     5976.23
 1933   43      1890     2594.36     3549.51     6143.87
 1933   43      1889     2612.22     3589.40     6201.62
 1933   44      1889     2676.85     3710.41     6387.26
 1933   44      1888     2695.27     3752.11     6447.38
 1933   45      1888     2769.35     3854.50     6623.85
 1933   45      1887     2789.53     3946.45     6735.98
 1933   46      1887     2869.43     4023.53     6892.96
 1933   46      1886     2890.34     4119.52     7009.86
 1933   47      1886     2975.67     4192.99     7168.66
 1933   47      1885     2997.36     4293.02     7290.38
 1933   48      1885     3088.08     4362.88     7450.96
 1933   48      1884     3110.58     4466.96     7577.54
 1933   49      1884     3206.65     4533.20     7739.85
 1933   49      1883     3230.02     4641.35     7871.37
 1933   50      1883     3318.90     4703.05     8021.95
 1933   50      1882     3360.52     4809.47     8169.99
 1933   51      1882     3426.74     4851.81     8278.55
 1933   51      1881     3469.71     4961.60     8431.31
 1933   52      1881     3518.02     4978.47     8496.49
 1933   52      1880     3562.13     5091.12     8653.25
 1933   53      1880     3592.72     5083.03     8675.75
 1933   53      1879     3637.77     5198.05     8835.82
 1933   54      1879     3650.86     5165.49     8816.35
 1933   54      1878     3696.64     5282.38     8979.02
 1933   55      1878     3696.34     5240.28     8936.62
 1933   55      1877     3753.18     5352.43     9105.61
 1933   56      1877     3775.93     5346.07     9122.00
 1933   56      1876     3833.99     5460.49     9294.48
 1933   57      1876     3893.59     5497.26     9390.85
 1933   57      1875     3953.47     5614.91     9568.38
 1933   58      1875     4049.34     5693.85     9743.19
 1933   58      1874     4111.61     5815.70     9927.31
 1933   59      1874     4243.16     5935.82    10178.98
 1933   59      1873     4308.41     6062.86    10371.27
 1933   60      1873     4423.80     6185.50    10609.30
 1933   60      1872     4569.77     6355.91    10925.68
 1933   61      1872     4616.58     6404.36    11020.94
 1933   61      1871     4768.91     6580.79    11349.70
 1933   62      1871     4772.25     6555.57    11327.82
 1933   62      1870     4929.72     6736.17    11665.89
 1933   63      1870     4890.82     6639.14    11529.96
 1933   63      1869     5052.20     6822.04    11874.24
 1933   64      1869     4972.28     6655.06    11627.34
 1933   64      1868     5136.35     6838.40    11974.75
 1933   65      1868     4986.83     6594.42    11581.25
 1933   65      1867     5236.60     6835.99    12072.59
 1933   66      1867     5066.08     6598.75    11664.83
 1933   66      1866     5319.81     6840.48    12160.29
 1933   67      1866     5180.60     6658.89    11839.49
 1933   67      1865     5440.06     6902.83    12342.89
 1933   68      1865     5330.37     6774.86    12105.23
 1933   68      1864     5597.34     7023.05    12620.39
 1933   69      1864     5515.40     6946.64    12462.04
 1933   69      1863     5791.64     7201.12    12992.76
 1933   70      1863     5687.63     7119.41    12807.04
 1933   70      1862     6034.97     7436.55    13471.52
 1933   71      1862     5836.79     7239.39    13076.18
 1933   71      1861     6193.24     7561.87    13755.11
 1933   72      1861     5915.99     7252.62    13168.61
 1933   72      1860     6277.28     7575.69    13852.97
 1933   73      1860     5925.24     7159.11    13084.35
 1933   73      1859     6287.09     7478.01    13765.10
 1933   74      1859     5864.52     6958.85    12823.37
 1933   74      1858     6222.67     7268.83    13491.50
 1933   75      1858     5707.01     6633.48    12340.49
 1933   75      1857     6126.27     6998.66    13124.93
 1933   76      1857     5552.18     6315.67    11867.85
 1933   76      1856     5960.06     6663.35    12623.41
 1933   77      1856     5372.41     5985.48    11357.89
 1933   77      1855     5767.09     6314.98    12082.07
 1933   78      1855     5167.71     5642.90    10810.61
 1933   78      1854     5547.34     5953.54    11500.88
 1933   79      1854     4938.07     5287.95    10226.02
 1933   79      1853     5300.83     5579.05    10879.88
 1933   80      1853     4682.36     4927.17     9609.53
 1933   80      1852     5028.36     5183.86    10212.22
 1933   81      1852     4401.96     4543.79     8945.75
 1933   81      1851     4727.24     4780.51     9507.75
 1933   82      1851     4095.70     4144.88     8240.58
