Belarus,  Deaths (Lexis triangle)	Last modified: 02 Apr 2020;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1959    0      1959     3197.44     4115.62     7313.06
 1959    0      1958      992.83     1345.38     2338.21
 1959    1      1958      348.33      338.72      687.05
 1959    1      1957      275.71      268.28      543.99
 1959    2      1957      102.33       99.03      201.36
 1959    2      1956       94.68       91.97      186.65
 1959    3      1956       64.93       76.22      141.15
 1959    3      1955       60.08       70.78      130.86
 1959    4      1955       43.63       56.51      100.14
 1959    4      1954       40.37       52.49       92.86
 1959    5      1954       36.59       43.60       80.19
 1959    5      1953       35.41       41.40       76.81
 1959    6      1953       38.12       44.12       82.24
 1959    6      1952       36.89       41.88       78.77
 1959    7      1952       27.44       47.71       75.15
 1959    7      1951       26.56       45.29       71.85
 1959    8      1951       26.94       40.01       66.95
 1959    8      1950       26.07       37.99       64.06
 1959    9      1950       20.33       41.55       61.88
 1959    9      1949       19.67       39.45       59.12
 1959   10      1949       25.11       49.63       74.74
 1959   10      1948       25.89       49.37       75.26
 1959   11      1948       21.17       34.09       55.26
 1959   11      1947       21.83       33.91       55.74
 1959   12      1947       21.67       38.10       59.77
 1959   12      1946       22.34       37.90       60.24
 1959   13      1946       14.77       24.56       39.33
 1959   13      1945       15.23       24.44       39.67
 1959   14      1945       12.80       30.08       42.88
 1959   14      1944       13.20       29.92       43.12
 1959   15      1944       14.79       24.13       38.92
 1959   15      1943       15.21       24.87       40.08
 1959   16      1943       19.22       26.10       45.32
 1959   16      1942       19.78       26.90       46.68
 1959   17      1942       21.20       34.96       56.16
 1959   17      1941       21.81       36.04       57.85
 1959   18      1941       34.51       52.68       87.19
 1959   18      1940       35.50       54.32       89.82
 1959   19      1940       35.49       56.62       92.11
 1959   19      1939       36.51       58.38       94.89
 1959   20      1939       41.03       70.33      111.36
 1959   20      1938       40.98       66.67      107.65
 1959   21      1938       30.02       64.17       94.19
 1959   21      1937       29.98       60.83       90.81
 1959   22      1937       47.03       90.35      137.38
 1959   22      1936       46.97       85.65      132.62
 1959   23      1936       42.03       90.87      132.90
 1959   23      1935       41.98       86.13      128.11
 1959   24      1935       42.03       68.79      110.82
 1959   24      1934       41.98       65.21      107.19
 1959   25      1934       47.17       74.07      121.24
 1959   25      1933       46.83       68.93      115.76
 1959   26      1933       42.66       87.54      130.20
 1959   26      1932       42.35       81.46      123.81
 1959   27      1932       42.15       75.62      117.77
 1959   27      1931       41.85       70.38      112.23
 1959   28      1931       54.70       87.02      141.72
 1959   28      1930       54.31       80.98      135.29
 1959   29      1930       45.67       94.27      139.94
 1959   29      1929       45.34       87.73      133.07
 1959   30      1929       68.32      122.09      190.41
 1959   30      1928       67.69      115.91      183.60
 1959   31      1928       51.24       86.18      137.42
 1959   31      1927       50.77       81.82      132.59
 1959   32      1927       61.79      109.26      171.05
 1959   32      1926       61.22      103.74      164.96
 1959   33      1926       57.77       93.36      151.13
 1959   33      1925       57.24       88.64      145.88
 1959   34      1925       52.74       86.69      139.43
 1959   34      1924       52.26       82.31      134.57
 1959   35      1924       59.91       94.63      154.54
 1959   35      1923       60.10       93.37      153.47
 1959   36      1923       68.39       81.04      149.43
 1959   36      1922       68.61       79.96      148.57
 1959   37      1922       62.40       67.96      130.36
 1959   37      1921       62.60       67.04      129.64
 1959   38      1921       51.92       74.50      126.42
 1959   38      1920       52.09       73.50      125.59
 1959   39      1920       43.93       67.96      111.89
 1959   39      1919       44.07       67.04      111.11
 1959   40      1919       55.44       78.21      133.65
 1959   40      1918       55.57       78.79      134.36
 1959   41      1918       44.95       44.34       89.29
 1959   41      1917       45.06       44.66       89.72
 1959   42      1917       36.46       49.32       85.78
 1959   42      1916       36.55       49.68       86.23
 1959   43      1916       47.45       52.31       99.76
 1959   43      1915       47.56       52.69      100.25
 1959   44      1915       61.93       73.73      135.66
 1959   44      1914       62.08       74.27      136.35
 1959   45      1914      105.36      100.50      205.86
 1959   45      1913      105.65      102.50      208.15
 1959   46      1913       79.89       88.62      168.51
 1959   46      1912       80.12       90.38      170.50
 1959   47      1912       95.37      104.46      199.83
 1959   47      1911       95.64      106.54      202.18
 1959   48      1911      103.36      121.29      224.65
 1959   48      1910      103.65      123.71      227.36
 1959   49      1910      100.37      132.19      232.56
 1959   49      1909      100.65      134.81      235.46
 1959   50      1909      155.39      159.51      314.90
 1959   50      1908      156.63      162.49      319.12
 1959   51      1908       84.17      121.37      205.54
 1959   51      1907       84.84      123.63      208.47
 1959   52      1907      122.02      185.27      307.29
 1959   52      1906      123.00      188.73      311.73
 1959   53      1906      112.06      163.47      275.53
 1959   53      1905      112.96      166.53      279.49
 1959   54      1905      120.03      184.78      304.81
 1959   54      1904      120.99      188.22      309.21
 1959   55      1904      161.14      190.34      351.48
 1959   55      1903      162.88      193.66      356.54
 1959   56      1903      146.71      190.84      337.55
 1959   56      1902      148.31      194.16      342.47
 1959   57      1902      150.19      181.91      332.10
 1959   57      1901      151.82      185.09      336.91
 1959   58      1901      196.94      211.65      408.59
 1959   58      1900      199.08      215.35      414.43
 1959   59      1900      206.89      201.74      408.63
 1959   59      1899      209.14      205.26      414.40
 1959   60      1899      274.13      260.43      534.56
 1959   60      1898      281.91      266.57      548.48
 1959   61      1898      137.06      166.54      303.60
 1959   61      1897      140.95      170.46      311.41
 1959   62      1897      221.37      256.48      477.85
 1959   62      1896      227.66      262.52      490.18
 1959   63      1896      208.55      257.47      466.02
 1959   63      1895      214.47      263.53      478.00
 1959   64      1895      224.82      262.41      487.23
 1959   64      1894      231.21      268.59      499.80
 1959   65      1894      304.60      274.03      578.63
 1959   65      1893      318.43      282.97      601.40
 1959   66      1893      188.24      256.81      445.05
 1959   66      1892      196.79      265.19      461.98
 1959   67      1892      277.22      294.20      571.42
 1959   67      1891      289.81      303.80      593.61
 1959   68      1891      276.25      280.43      556.68
 1959   68      1890      288.79      289.57      578.36
 1959   69      1890      242.02      225.33      467.35
 1959   69      1889      253.01      232.67      485.68
 1959   70      1889      513.08      323.45      836.53
 1959   70      1888      541.99      336.55      878.54
 1959   71      1888      308.82      271.99      580.81
 1959   71      1887      326.22      283.01      609.23
 1959   72      1887      365.72      299.93      665.65
 1959   72      1886      386.33      312.07      698.40
 1959   73      1886      366.69      286.69      653.38
 1959   73      1885      387.35      298.31      685.66
 1959   74      1885      333.14      276.89      610.03
 1959   74      1884      351.91      288.11      640.02
 1959   75      1884      481.01      330.09      811.10
 1959   75      1883      514.05      346.91      860.96
 1959   76      1883      318.58      257.93      576.51
 1959   76      1882      340.46      271.07      611.53
 1959   77      1882      295.86      245.25      541.11
 1959   77      1881      316.18      257.75      573.93
 1959   78      1881      371.76      295.96      667.72
 1959   78      1880      397.29      311.04      708.33
 1959   79      1880      322.93      210.63      533.56
 1959   79      1879      345.11      221.37      566.48
 1959   80      1879      507.50      272.95      780.45
 1959   80      1878      542.57      286.05      828.62
 1959   81      1878      225.23      145.02      370.25
 1959   81      1877      240.80      151.98      392.78
 1959   82      1877      266.32      192.38      458.70
 1959   82      1876      284.72      201.62      486.34
 1959   83      1876      257.62      141.60      399.22
 1959   83      1875      275.42      148.40      423.82
 1959   84      1875      232.48      159.18      391.66
 1959   84      1874      248.55      166.82      415.37
 1959   85      1874      311.17      146.19      457.36
 1959   85      1873      326.87      149.81      476.68
 1959   86      1873      212.65      128.41      341.06
 1959   86      1872      223.38      131.59      354.97
 1959   87      1872      202.41      105.69      308.10
 1959   87      1871      212.62      108.31      320.93
 1959   88      1871      169.73      103.22      272.95
 1959   88      1870      178.29      105.78      284.07
 1959   89      1870      192.17       91.37      283.54
 1959   89      1869      201.86       93.63      295.49
 1959   90      1869      206.51       83.26      289.77
 1959   90      1868      210.51       82.74      293.25
 1959   91      1868       75.28       27.09      102.37
 1959   91      1867       76.73       26.91      103.64
 1959   92      1867       80.72       30.60      111.32
 1959   92      1866       82.29       30.40      112.69
 1959   93      1866       52.00       24.08       76.08
 1959   93      1865       53.01       23.92       76.93
 1959   94      1865       49.03       25.08       74.11
 1959   94      1864       49.98       24.92       74.90
 1959   95      1864       96.97       25.69      122.66
 1959   95      1863       95.05       24.31      119.36
 1959   96      1863       58.08       21.58       79.66
 1959   96      1862       56.93       20.42       77.35
 1959   97      1862       47.98       16.44       64.42
 1959   97      1861       47.03       15.56       62.59
 1959   98      1861       66.16       12.84       79.00
 1959   98      1860       64.85       12.16       77.01
 1959   99      1860       29.96        9.88       39.84
 1959   99      1859       27.08        8.72       35.80
 1959  100      1859       24.43        7.67       32.10
 1959  100      1858       21.99        6.73       28.72
 1959  101      1858       19.74        5.90       25.64
 1959  101      1857       17.69        5.15       22.84
 1959  102      1857       15.80        4.49       20.29
 1959  102      1856       14.09        3.90       17.99
 1959  103      1856       12.53        3.38       15.91
 1959  103      1855       11.11        2.92       14.03
 1959  104      1855        9.83        2.52       12.35
 1959  104      1854        8.68        2.17       10.85
 1959  105      1854        7.64        1.86        9.50
 1959  105      1853        6.71        1.59        8.30
 1959  106      1853        5.87        1.36        7.23
 1959  106      1852        5.13        1.15        6.28
 1959  107      1852        4.47        0.98        5.45
 1959  107      1851        3.88        0.83        4.71
 1959  108      1851        3.36        0.70        4.06
 1959  108      1850        2.91        0.59        3.50
 1959  109      1850        2.50        0.49        2.99
 1959  109      1849        2.15        0.41        2.56
 1959  110+        .       10.46        0.63       11.09
 1960    0      1960     2349.97     3130.93     5480.90
 1960    0      1959      641.03      920.07     1561.10
 1960    1      1959      207.42      233.45      440.87
 1960    1      1958      167.58      188.55      356.13
 1960    2      1958       74.79       94.29      169.08
