Greece,  Deaths (Lexis triangle)	Last modified: 08 Nov 2021;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1981    0      1981      836.18     1101.98     1938.16
 1981    0      1980      148.89      207.08      355.97
 1981    1      1980       28.16       29.16       57.32
 1981    1      1979       23.85       24.84       48.69
 1981    2      1979       12.75       21.64       34.39
 1981    2      1978       11.25       19.36       30.61
 1981    3      1978       10.10       20.06       30.16
 1981    3      1977        8.90       17.94       26.84
 1981    4      1977       11.69       19.53       31.22
 1981    4      1976       10.31       17.47       27.78
 1981    5      1976        8.32        9.40       17.72
 1981    5      1975        7.68        8.60       16.28
 1981    6      1975        7.80       12.54       20.34
 1981    6      1974        7.20       11.47       18.67
 1981    7      1974        8.84        8.88       17.72
 1981    7      1973        8.16        8.12       16.28
 1981    8      1973        5.20       12.54       17.74
 1981    8      1972        4.80       11.47       16.27
 1981    9      1972        9.88       10.97       20.85
 1981    9      1971        9.12       10.03       19.15
 1981   10      1971        8.07       14.30       22.37
 1981   10      1970        7.93       13.70       21.63
 1981   11      1970        7.06        9.19       16.25
 1981   11      1969        6.94        8.81       15.75
 1981   12      1969        6.05       12.25       18.30
 1981   12      1968        5.95       11.75       17.70
 1981   13      1968        9.08       18.38       27.46
 1981   13      1967        8.92       17.62       26.54
 1981   14      1967        9.58       14.30       23.88
 1981   14      1966        9.42       13.70       23.12
 1981   15      1966       10.60       25.09       35.69
 1981   15      1965       10.40       24.92       35.32
 1981   16      1965       15.15       25.59       40.74
 1981   16      1964       14.85       25.41       40.26
 1981   17      1964       12.12       29.60       41.72
 1981   17      1963       11.88       29.40       41.28
 1981   18      1963       14.64       36.63       51.27
 1981   18      1962       14.36       36.38       50.74
 1981   19      1962        9.09       30.60       39.69
 1981   19      1961        8.91       30.40       39.31
 1981   20      1961       18.44       41.82       60.26
 1981   20      1960       17.56       38.19       55.75
 1981   21      1960       12.30       48.61       60.91
 1981   21      1959       11.71       44.39       56.10
 1981   22      1959       11.78       39.73       51.51
 1981   22      1958       11.22       36.28       47.50
 1981   23      1958       19.47       42.86       62.33
 1981   23      1957       18.53       39.14       57.67
 1981   24      1957       12.81       46.00       58.81
 1981   24      1956       12.19       42.01       54.20
 1981   25      1956       17.47       40.60       58.07
 1981   25      1955       16.53       36.40       52.93
 1981   26      1955       14.39       40.60       54.99
 1981   26      1954       13.61       36.40       50.01
