Croatia,  Deaths (Lexis triangle)	Last modified: 24 Feb 2022;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 2001    0      2001      124.05      149.02      273.07
 2001    0      2000       24.01       18.00       42.01
 2001    1      2000        4.00        7.00       11.00
 2001    1      1999        4.00        7.00       11.00
 2001    2      1999        1.00        7.00        8.00
 2001    2      1998        4.00        3.00        7.00
 2001    3      1998        3.00        5.00        8.00
 2001    3      1997        2.00        4.00        6.00
 2001    4      1997        3.00        5.00        8.00
 2001    4      1996        1.00        2.00        3.00
 2001    5      1996        5.00        1.00        6.00
 2001    5      1995        1.00        1.00        2.00
 2001    6      1995        1.00        0.00        1.00
 2001    6      1994        2.00        4.00        6.00
 2001    7      1994        1.00        2.00        3.00
 2001    7      1993        1.00        2.00        3.00
 2001    8      1993        2.00        4.00        6.00
 2001    8      1992        1.00        3.00        4.00
 2001    9      1992        2.00        5.00        7.00
 2001    9      1991        2.00        3.00        5.00
 2001   10      1991        1.00        0.00        1.00
 2001   10      1990        1.00        4.00        5.00
 2001   11      1990        1.00        1.00        2.00
 2001   11      1989        3.00        1.00        4.00
 2001   12      1989        0.00        1.00        1.00
 2001   12      1988        1.00        2.00        3.00
 2001   13      1988        1.00        1.00        2.00
 2001   13      1987        2.00        5.00        7.00
 2001   14      1987        2.00        8.00       10.00
 2001   14      1986        2.00        7.00        9.00
 2001   15      1986        1.00        4.00        5.00
 2001   15      1985        1.00        8.00        9.00
 2001   16      1985        4.00        7.00       11.00
 2001   16      1984        2.00       12.00       14.00
 2001   17      1984        8.00       12.00       20.00
 2001   17      1983        2.00       12.00       14.00
 2001   18      1983        7.00       17.00       24.00
 2001   18      1982        4.00       13.00       17.00
 2001   19      1982        5.00       18.00       23.00
 2001   19      1981        7.00       14.00       21.00
 2001   20      1981        5.00       10.00       15.00
 2001   20      1980        7.00       16.00       23.00
 2001   21      1980        3.00       21.00       24.00
 2001   21      1979        7.00       23.00       30.00
 2001   22      1979        5.00       12.00       17.00
 2001   22      1978        1.00       19.00       20.00
 2001   23      1978        5.00       31.00       36.00
 2001   23      1977        3.00       17.00       20.00
 2001   24      1977        3.00       22.00       25.00
 2001   24      1976        6.00       20.00       26.00
 2001   25      1976        7.00       23.00       30.00
 2001   25      1975        4.00       17.00       21.00
 2001   26      1975        1.00       14.00       15.00
 2001   26      1974        5.00       16.00       21.00
 2001   27      1974        1.00       14.00       15.00
 2001   27      1973        6.00       20.00       26.00
 2001   28      1973        5.00       14.00       19.00
 2001   28      1972        4.00       17.00       21.00
 2001   29      1972        3.00       15.00       18.00
 2001   29      1971        4.00       13.00       17.00
 2001   30      1971        6.00       13.00       19.00
 2001   30      1970        5.00       14.00       19.00
