Ukraine,  Deaths (Lexis triangle)	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1959    0      1959    10616.11    14353.41    24969.52
 1959    0      1958     2849.80     4187.35     7037.15
 1959    1      1958     1022.15     1125.91     2148.06
 1959    1      1957      806.74      886.56     1693.30
 1959    2      1957      363.28      402.74      766.02
 1959    2      1956      324.43      363.20      687.63
 1959    3      1956      219.56      278.47      498.03
 1959    3      1955      194.87      250.18      445.05
 1959    4      1955      188.63      194.88      383.51
 1959    4      1954      180.75      187.59      368.34
 1959    5      1954      158.55      182.04      340.59
 1959    5      1953      144.77      164.39      309.16
 1959    6      1953      146.19      188.29      334.48
 1959    6      1952      146.11      185.17      331.28
 1959    7      1952      125.39      181.64      307.03
 1959    7      1951      120.87      172.80      293.67
 1959    8      1951      113.72      194.54      308.26
 1959    8      1950      107.51      180.92      288.43
 1959    9      1950       96.02      159.84      255.86
 1959    9      1949       97.18      158.55      255.73
 1959   10      1949      111.36      180.68      292.04
 1959   10      1948       98.86      156.73      255.59
 1959   11      1948       75.75      135.63      211.38
 1959   11      1947       73.41      128.69      202.10
 1959   12      1947       83.46      153.94      237.40
 1959   12      1946       88.72      157.44      246.16
 1959   13      1946       75.42       93.73      169.15
 1959   13      1945       76.73       92.50      169.23
 1959   14      1945       68.97      101.29      170.26
 1959   14      1944       70.17       99.96      170.13
 1959   15      1944       82.45      124.25      206.70
 1959   15      1943       83.72      127.06      210.78
 1959   16      1943       86.92      157.91      244.83
 1959   16      1942       88.26      161.48      249.74
 1959   17      1942      124.18      217.81      341.99
 1959   17      1941      126.08      222.73      348.81
 1959   18      1941      195.21      333.65      528.86
 1959   18      1940      198.20      341.18      539.38
 1959   19      1940      197.69      340.58      538.27
 1959   19      1939      200.72      348.27      548.99
 1959   20      1939      287.35      410.26      697.61
 1959   20      1938      283.24      385.71      668.95
 1959   21      1938      238.95      340.60      579.55
 1959   21      1937      235.54      320.21      555.75
 1959   22      1937      312.55      443.29      755.84
 1959   22      1936      308.09      416.76      724.85
 1959   23      1936      233.41      445.87      679.28
 1959   23      1935      230.07      419.19      649.26
 1959   24      1935      212.74      383.43      596.17
 1959   24      1934      209.70      360.48      570.18
 1959   25      1934      175.45      344.16      519.61
 1959   25      1933      171.91      317.66      489.57
 1959   26      1933      158.26      296.78      455.04
 1959   26      1932      155.07      273.92      428.99
 1959   27      1932      218.43      367.07      585.50
 1959   27      1931      214.02      338.80      552.82
 1959   28      1931      281.63      486.30      767.93
 1959   28      1930      275.95      448.85      724.80
 1959   29      1930      281.12      496.19      777.31
 1959   29      1929      275.45      457.98      733.43
 1959   30      1929      352.77      615.69      968.46
 1959   30      1928      344.96      579.78      924.74
 1959   31      1928      286.46      511.01      797.47
 1959   31      1927      280.12      481.20      761.32
 1959   32      1927      362.89      585.27      948.16
 1959   32      1926      354.85      551.13      905.98
 1959   33      1926      305.70      499.67      805.37
 1959   33      1925      298.93      470.52      769.45
 1959   34      1925      362.38      465.12      827.50
 1959   34      1924      354.36      437.99      792.35
 1959   35      1924      394.36      516.67      911.03
 1959   35      1923      390.45      505.59      896.04
 1959   36      1923      312.37      397.75      710.12
 1959   36      1922      309.27      389.22      698.49
 1959   37      1922      314.89      399.27      714.16
 1959   37      1921      311.76      390.70      702.46
 1959   38      1921      338.53      433.17      771.70
 1959   38      1920      335.17      423.88      759.05
 1959   39      1920      289.23      308.18      597.41
 1959   39      1919      286.36      301.57      587.93
 1959   40      1919      415.66      450.25      865.91
 1959   40      1918      411.20      449.85      861.05
 1959   41      1918      305.96      353.59      659.55
 1959   41      1917      302.67      353.28      655.95
 1959   42      1917      314.01      347.08      661.09
 1959   42      1916      310.64      346.77      657.41
 1959   43      1916      338.66      362.61      701.27
 1959   43      1915      335.03      362.28      697.31
 1959   44      1915      470.00      474.79      944.79
 1959   44      1914      464.96      474.37      939.33
 1959   45      1914      665.62      656.51     1322.13
 1959   45      1913      658.75      664.11     1322.86
 1959   46      1913      602.23      646.55     1248.78
 1959   46      1912      596.01      654.04     1250.05
 1959   47      1912      653.04      702.30     1355.34
 1959   47      1911      646.30      710.43     1356.73
 1959   48      1911      752.16      804.83     1556.99
 1959   48      1910      744.39      814.15     1558.54
 1959   49      1910      687.26      771.98     1459.24
 1959   49      1909      680.16      780.92     1461.08
 1959   50      1909      804.41      986.11     1790.52
 1959   50      1908      800.25      996.33     1796.58
 1959   51      1908      695.01      774.44     1469.45
 1959   51      1907      691.42      782.47     1473.89
 1959   52      1907      862.62     1061.81     1924.43
 1959   52      1906      858.16     1072.81     1930.97
 1959   53      1906      820.47      998.06     1818.53
 1959   53      1905      816.22     1008.41     1824.63
 1959   54      1905      855.59     1025.45     1881.04
 1959   54      1904      851.17     1036.08     1887.25
 1959   55      1904     1050.34     1152.65     2202.99
 1959   55      1903     1047.83     1163.20     2211.03
 1959   56      1903      975.67     1112.28     2087.95
 1959   56      1902      973.34     1122.46     2095.80
 1959   57      1902      934.58     1063.94     1998.52
 1959   57      1901      932.35     1073.68     2006.03
 1959   58      1901     1127.01     1180.55     2307.56
 1959   58      1900     1124.32     1191.36     2315.68
 1959   59      1900     1258.30     1240.85     2499.15
 1959   59      1899     1255.30     1252.21     2507.51
 1959   60      1899     1379.14     1364.30     2743.44
 1959   60      1898     1399.73     1385.08     2784.81
 1959   61      1898      934.50     1074.65     2009.15
 1959   61      1897      948.45     1091.01     2039.46
 1959   62      1897     1289.22     1381.19     2670.41
 1959   62      1896     1308.46     1402.23     2710.69
 1959   63      1896     1300.15     1444.29     2744.44
 1959   63      1895     1319.56     1466.28     2785.84
 1959   64      1895     1419.39     1491.49     2910.88
 1959   64      1894     1440.57     1514.20     2954.77
 1959   65      1894     1591.93     1533.84     3125.77
 1959   65      1893     1642.41     1570.97     3213.38
 1959   66      1893     1388.44     1372.60     2761.04
 1959   66      1892     1432.47     1405.82     2838.29
 1959   67      1892     1616.07     1586.77     3202.84
 1959   67      1891     1667.32     1625.17     3292.49
 1959   68      1891     1665.34     1521.97     3187.31
 1959   68      1890     1718.15     1558.81     3276.96
 1959   69      1890     1536.75     1338.96     2875.71
 1959   69      1889     1585.48     1371.37     2956.85
 1959   70      1889     2214.77     1712.72     3927.49
 1959   70      1888     2308.90     1767.56     4076.46
 1959   71      1888     1914.83     1499.37     3414.20
 1959   71      1887     1996.21     1547.37     3543.58
 1959   72      1887     2176.55     1717.15     3893.70
 1959   72      1886     2269.05     1772.13     4041.18
 1959   73      1886     2080.98     1521.54     3602.52
 1959   73      1885     2169.42     1570.26     3739.68
 1959   74      1885     2066.27     1494.44     3560.71
 1959   74      1884     2154.09     1542.29     3696.38
 1959   75      1884     2222.12     1584.89     3807.01
 1959   75      1883     2343.60     1652.08     3995.68
 1959   76      1883     2103.73     1462.83     3566.56
 1959   76      1882     2218.74     1524.84     3743.58
 1959   77      1882     1772.43     1222.13     2994.56
 1959   77      1881     1869.33     1273.94     3143.27
 1959   78      1881     2179.73     1404.00     3583.73
 1959   78      1880     2298.90     1463.52     3762.42
 1959   79      1880     1741.25     1154.48     2895.73
 1959   79      1879     1836.44     1203.42     3039.86
 1959   80      1879     2170.03     1166.93     3336.96
 1959   80      1878     2289.58     1213.00     3502.58
 1959   81      1878     1338.55      782.04     2120.59
 1959   81      1877     1412.29      812.92     2225.21
 1959   82      1877     1624.48      977.92     2602.40
 1959   82      1876     1713.97     1016.53     2730.50
 1959   83      1876     1500.27      836.04     2336.31
 1959   83      1875     1582.92      869.05     2451.97
 1959   84      1875     1365.83      761.91     2127.74
 1959   84      1874     1441.07      791.99     2233.06
 1959   85      1874     1278.89      659.89     1938.78
