Belgium,  Deaths (Lexis triangle)	Last modified: 14 Nov 2023;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1841    0      1841     6197.50     7695.62    13893.12
 1841    0      1840     3050.50     4045.38     7095.88
 1841    1      1840     2378.78     2402.05     4780.83
 1841    1      1839     1747.22     1753.95     3501.17
 1841    2      1839     1086.88     1063.18     2150.06
 1841    2      1838     1060.12     1028.82     2088.94
 1841    3      1838      628.23      586.99     1215.22
 1841    3      1837      612.77      568.01     1180.78
 1841    4      1837      439.92      415.21      855.13
 1841    4      1836      429.08      401.79      830.87
 1841    5      1836      310.88      288.56      599.44
 1841    5      1835      317.12      285.44      602.56
 1841    6      1835      279.69      232.25      511.94
 1841    6      1834      285.31      229.75      515.06
 1841    7      1834      233.16      178.97      412.13
 1841    7      1833      237.84      177.03      414.87
 1841    8      1833      184.15      154.33      338.48
 1841    8      1832      187.85      152.67      340.52
 1841    9      1832      168.81      152.82      321.63
 1841    9      1831      172.19      151.18      323.37
 1841   10      1831      146.36      128.92      275.28
 1841   10      1830      159.04      133.64      292.68
 1841   11      1830      132.99      108.85      241.84
 1841   11      1829      144.52      112.84      257.36
 1841   12      1829      127.86       96.83      224.69
 1841   12      1828      138.94      100.37      239.31
 1841   13      1828      130.98       92.86      223.84
 1841   13      1827      142.33       96.26      238.59
 1841   14      1827      142.33       96.94      239.27
 1841   14      1826      154.66      100.49      255.15
 1841   15      1826      159.69      106.02      265.71
 1841   15      1825      173.19      113.88      287.07
 1841   16      1825      173.18      119.39      292.57
 1841   16      1824      187.82      128.24      316.06
 1841   17      1824      180.55      134.21      314.76
 1841   17      1823      195.81      144.17      339.98
 1841   18      1823      181.80      150.49      332.29
 1841   18      1822      197.16      161.66      358.82
 1841   19      1822      176.92      168.23      345.15
 1841   19      1821      191.87      180.71      372.58
 1841   20      1821      169.94      193.96      363.90
 1841   20      1820      178.92      191.56      370.48
 1841   21      1820      161.31      205.74      367.05
 1841   21      1819      169.83      203.20      373.03
 1841   22      1819      155.20      209.29      364.49
 1841   22      1818      163.40      206.70      370.10
 1841   23      1818      151.63      204.59      356.22
 1841   23      1817      159.64      202.05      361.69
 1841   24      1817      150.58      191.64      342.22
 1841   24      1816      158.54      189.27      347.81
 1841   25      1816      152.07      174.23      326.30
